n,N,nb,s,MC10 PATH TIME,MC10 NPATHS,MC10 MU,MC10 VAR,MC10 KS,SIM10-I MU,SIM10-I VAR,SIM10-I KS,SIM10-I TIME,SIM10 MU,SIM10 VAR,SIM10 KS,SIM10 TIME,DOM10 PATH TIME,DOM10-I MU,DOM10-I VAR,DOM10-I KS,DOM10-I TIME,DOM10 MU,DOM10 VAR,DOM10 KS,DOM10 TIME,MC100 PATH TIME,MC100 NPATHS,MC100 MU,MC100 VAR,MC100 KS,SIM100-I MU,SIM100-I VAR,SIM100-I KS,SIM100-I TIME,SIM100 MU,SIM100 VAR,SIM100 KS,SIM100 TIME,DOM100 PATH TIME,DOM100-I MU,DOM100-I VAR,DOM100-I KS,DOM100-I TIME,DOM100 MU,DOM100 VAR,DOM100 KS,DOM100 TIME
4960,30,128,1,0.164633080363274,10,13582.0445362471,1336.38493069912,0.17468,13400.8555344392,2592.17941899353,0.93745,0.173610851168633,13396.79120577,2900.23367680942,0.93599,0.326201349496841,0.925942398607731,13471.7860677995,971.815501031229,0.83689,0.949087247252464,13410.4835713538,2861.80860291552,0.92145,1.6806568428874,0.215192496776581,100,13574.6624100986,1543.95352225204,0.06506,13479.1660815771,1693.22822097963,0.75793,0.357451513409614,13464.9894170826,2541.88090703451,0.77546,21.5729354694486,9.62141614407301,13521.3651867238,582.948671917531,0.60633,9.89452728629112,13436.8036206096,2402.75035622369,0.8826,91.6247343048453
4960,30,128,4,0.166677691042423,10,10352.475495952,131.668180069263,0.47077,10106.7514622555,1884.28880250885,0.9989,0.172572046518326,10106.0264857996,2010.59457220232,0.99953,0.239462569355965,0.680721141397953,10173.372129694,597.775541212239,0.99982,0.688776701688767,10125.8177240258,1656.10475073328,0.99997,0.787540718913078,0.226773947477341,100,10352.1252282411,826.102369923201,0.21962,10196.608051006,1374.27038220275,0.98092,0.331976100802421,10189.9489965331,1859.09281687401,0.9785,8.13399627059698,6.87328317016363,10215.1769867996,337.230574111017,0.99733,6.9947085827589,10148.7980877754,1357.02585548875,0.99992,18.1927051320672
4960,30,1024,1,0.178408272564411,9,1720192.6177448,12525394.9570941,0.39265,1714706.51203921,16695959.9302837,0.36906,0.18459864705801,1713215.40366303,19939748.0838898,0.48014,0.250139847397804,2.37011448293924,1716673.61449296,14737963.5867304,0.15867,2.38901460170746,1711682.35619767,16758696.8921578,0.6212,2.72206658869982,0.224889643490314,81,1717950.18437085,7854843.55043858,0.09852,1719869.13410309,9748333.9841851,0.22699,0.321313828229904,1717226.22018308,15198068.1859481,0.101,5.73410128802061,17.6747884750366,1722598.13759912,7637706.74783533,0.55726,17.7899508625269,1712608.81770952,17061774.5714273,0.53872,27.1691576987505
4960,30,1024,4,0.198209226131439,10,591793.185004446,1912657.51880687,0.15891,593025.235806674,4601665.52696614,0.2216,0.208001993596554,591595.841292365,4737857.82957398,0.2244,0.330998405814171,2.42251695692539,590133.12992538,32905.5497182022,0.69475,2.45625244826078,589835.321979196,87100.1518518812,0.72524,3.9657399058342,0.254256427288055,54,592163.574493257,4255153.27861785,0.05088,595030.462147957,2972907.08112212,0.6102,0.35958606749773,591919.681634059,4410233.38592869,0.10816,7.16487852483988,17.7592728361487,594919.417057057,3332765.60362006,0.58109,18.0857599377632,591752.250262224,4387751.61785334,0.15123,155.415299847722
7770,35,128,1,0.257357329130173,10,20188.7498077779,3012.82100931424,0.17917,19997.4014818686,5240.56237484001,0.88598,0.27069179713726,19986.3118489843,4954.62290464925,0.90174,0.610500760376453,1.70887083560228,20055.4522396942,1367.46120085766,0.88198,1.75152154266834,19979.1815445377,4128.32595080914,0.93982,4.08288836479187,0.345400579273701,100,20211.161063365,3149.37680046352,0.11316,20108.6912793185,2810.27767737156,0.59801,0.516973733901978,20079.3744859753,3807.68675366953,0.7021,35.2914621606469,18.7772667557001,20114.4215274908,826.833294729244,0.68471,19.2486458569765,20001.3612921797,3639.44348581139,0.91842,255.756011158228
7770,35,128,4,0.280701749026775,10,14119.0104165895,1240.10872599467,0.20059,13825.6632207124,2512.7906914992,0.99711,0.293391913175583,13824.835235202,2583.02769495083,0.99742,0.60012611746788,1.60285955667496,13897.9352436611,1046.79625501088,0.99911,1.62108936905861,13840.9485087142,2948.8741663806,0.99898,2.08591788262129,0.372712306678295,100,14105.5894872821,1167.34615220402,0.15632,13883.3998319638,1506.69597069887,0.9967,0.533370926976204,13877.269287568,1963.59490119701,0.99431,30.014530852437,17.1653160527349,13950.8553397114,549.332883544251,0.98956,17.3896008655429,13883.5801394844,2275.40515981753,0.99554,71.1911349371076
7770,35,1024,1,0.444301575422287,6,2618264.80165659,4133835.39371622,0.19769,2617503.45820652,3740327.28803492,0.33365,0.469321012496948,2617499.50238643,3757799.88553366,0.33983,1.01138196140528,4.23951064050198,2619360.6629043,11280802.2194498,0.04049,4.27287543565035,2617373.68410431,3698835.32295567,0.40397,5.46070324629545,1.9816211014986,27,2618562.48671622,5698871.06365281,0.08007,2618854.66530867,9460923.5922566,0.04935,2.08915908634663,2618553.67445267,8625191.20801399,0.11961,8.45851005613804,28.0429229289293,2625602.83379713,11666797.5959662,0.71796,28.2300221845508,2617690.79100846,4320011.42645428,0.29885,65.6417022123933
7770,35,1024,4,0.301396436989307,10,900235.029388585,5935944.97618185,0.5096,897381.09582578,6312899.84143378,0.71569,0.30501151829958,896505.553700996,8302868.93674491,0.75085,0.329138115048408,4.3110781237483,895973.237481428,1608591.62334656,0.8981,4.36267019808292,895864.982171458,2335908.55232083,0.88859,7.12448915839195,0.383335597813129,100,902384.779350518,5217537.83547843,0.06911,901509.489438742,3240739.71687471,0.21452,0.459832288324833,899930.769594468,5936054.62557753,0.39263,2.86979120224714,27.6005088239908,902301.540788144,3151587.45233243,0.09943,27.7271517291665,897977.87829181,7146607.08087297,0.62374,39.3115361407399
11480,40,128,1,0.381530456244945,10,28836.0796952219,10073.0061879027,0.28612,28622.3345172209,7589.52344193623,0.83278,0.407444596290588,28603.1194524529,8198.41426662106,0.86118,1.22417180240154,3.96257175505161,28666.6926352213,1825.35884600185,0.87826,4.03112950176001,28578.1248648432,5438.58329994724,0.94087,9.00913445651531,0.560414507985115,100,28828.013627946,3684.34865187388,0.09344,28764.8359979373,4028.07592975343,0.43692,0.813708536326885,28737.0285518442,5542.49805581747,0.51663,85.2608673945069,37.8456592410803,28737.8304539376,1102.34538217139,0.66885,38.5759413912892,28596.6758539772,5453.38213700658,0.91048,596.694418519735
11480,40,128,4,0.42169114202261,10,19833.1940150073,2094.58372405611,0.23717,19469.4017710466,4423.62424494457,0.99872,0.436388872563839,19467.104831246,4972.15878747726,0.99998,0.829625926911831,3.45490355044603,19559.7922172094,1214.47760351121,0.99989,3.49059430509806,19484.4228645125,3400.81101814427,0.99995,4.92373765259981,0.565280802547932,100,19831.9003643457,2042.98106605477,0.13921,19565.6265132472,2713.27931048319,0.98828,0.779117032885551,19553.408741664,3255.12366353034,0.99382,59.0231467783451,37.4976096451282,19622.5338192676,686.123061960371,0.99721,37.9130201414227,19527.7534263139,2547.00452017943,0.99863,275.386589467525
11480,40,1024,1,0.537129543721676,9,3811827.32918679,9990173.94414,0.21804,3808458.13135617,7586428.01526829,0.55595,0.593736916780472,3808376.12532794,6313585.03123582,0.57614,3.88156072795391,9.77741086483002,3810527.52145351,19343760.0264246,0.28904,9.84973596781492,3807941.47455377,4299011.48222564,0.67414,13.1558940261602,1.810138463974,80,3811833.28223213,15683609.9604206,0.10983,3812788.19947096,18366893.3711911,0.08224,2.07612831145525,3810725.58222535,18526318.8350494,0.22659,86.6160702928901,48.4563921391964,3817894.8020551,19812624.1036405,0.48379,48.7561687007546,3808901.31093872,11254146.4973945,0.50736,154.642415188253
11480,40,1024,4,0.523716367781162,10,1285105.48702613,7007889.17839954,0.15273,1283171.43697063,3240190.99292825,0.43553,0.571153089404106,1282878.66766368,3051144.83331487,0.52353,3.74165320396423,10.1134997084737,1282212.13972713,27677.8405338746,0.82521,10.200318723917,1281955.14543958,65008.3462410483,0.84051,17.4272465184331,0.690098844468594,85,1285549.06319904,6735178.93836292,0.07581,1286932.76668877,3421267.72190438,0.3561,1.02199222892523,1284550.5552384,5730932.82286019,0.14878,144.833294555545,76.8664059713483,1282408.96453783,15044.5167786329,0.81178,77.7673262134194,1282045.74905849,61406.0151794791,0.82701,1031.28212905675
16215,45,128,1,0.532792381942272,10,39160.6521258893,5933.30557615519,0.12027,38943.0154087854,11276.2039002515,0.77057,0.557145699858665,38933.0271318302,11382.6852416367,0.79804,1.42819845676422,6.47808625549078,38961.1414366817,2352.91812531643,0.89022,6.60282556712627,38843.4479552237,7070.11551494267,0.96294,17.5507932156324,0.749702610075474,100,39160.0081219815,5669.31533822998,0.06592,39105.6957786488,5911.20839884124,0.32343,1.03630072623491,39057.2977789076,8059.77293656304,0.4926,105.416889026761,72.1048401370645,39038.3412903997,1377.71838892439,0.72816,73.151225656271,38868.9751048287,7547.27895472736,0.93423,1224.48736007512
16215,45,128,4,0.58484523743391,10,26329.1097779964,4390.67035251753,0.24747,25912.8276677888,5849.99119889617,0.99903,0.606177434325218,25911.2307709348,6275.68673806112,0.99665,1.29120096564293,6.43807440251112,26037.7345978375,2147.62726033533,0.99673,6.49124296754599,25939.1799711742,5893.37902828324,0.9987,9.39470386505127,0.895059987902641,100,26341.9713180104,4086.86644578941,0.09142,26049.1258158718,3039.96944944586,0.99159,1.13709135353565,26028.9799627659,3992.11826132898,0.99075,74.5011610612273,70.9367294684053,26111.639507384,1128.86068359934,0.98667,71.5184083431959,25973.2665879977,5080.51701365615,0.99835,397.450158156455
16215,45,1024,1,1.08698366582394,8,5368268.89925835,12336395.1673751,0.32867,5366651.64458193,13690210.2405658,0.51982,1.1598322018981,5366253.21447299,12751236.1523862,0.59103,5.14124650508165,22.774690784514,5370077.6672321,33770020.6907961,0.15113,22.8518937528133,5365608.76437732,7808604.3298776,0.70264,26.8906976282597,3.37112548947334,72,5371390.81921525,27691427.0350874,0.06153,5373815.28243018,28934640.3166644,0.23291,3.64960523694754,5370218.02948363,32469546.4483485,0.10823,86.4552645012736,83.6945358961821,5379869.5889039,23899127.0050818,0.63222,84.0264688655734,5365749.94773694,8521358.54599946,0.67803,203.256409235299
16215,45,1024,4,0.636118613183498,10,1767299.90623808,15273995.3088374,0.20399,1759117.38708508,12305261.707515,0.78616,0.65978267788887,1757218.47717292,18281608.4944723,0.81117,1.09909841418266,16.1541729941964,1756103.03665085,28940.445881039,0.99936,16.2839735373855,1755864.41567488,65946.6230379356,0.99952,38.4278145805001,0.847048550844193,100,1767185.03442198,14579347.5577665,0.04976,1763918.22287778,6644810.61417141,0.45662,1.06921198964119,1760838.00288971,13779010.7774688,0.63641,49.6616723239422,97.7947649359703,1765994.29719926,5833323.62769119,0.23606,98.1441187188029,1758540.89044561,11369011.1076267,0.7794,257.568493939936
22100,50,128,1,0.718245036900044,10,52269.2796709383,10762.9756707863,0.28539,51928.121212671,14518.7730740617,0.84618,0.744858637452125,51917.024470785,15790.3911431434,0.85158,1.70532562583685,12.8696908056736,51908.9776714426,3422.06061145922,0.96153,13.011438511312,51772.1315998697,9172.05665040814,0.98678,33.4381836652756,1.01212506741285,100,52220.7039130553,10108.8294524439,0.08146,52143.6358243012,8194.13623983542,0.35658,1.31235638260841,52090.4369417795,10489.758442101,0.5179,111.709577977657,130.569486610591,51999.4571156814,1894.75226729296,0.90336,132.021195754409,51795.3416323427,9867.16432789161,0.98024,2420.99351654947
22100,50,128,4,0.81624948233366,10,34576.8304744206,2642.33380786136,0.28854,34161.2031039849,8075.23306120954,0.99065,0.841894239187241,34161.0538467542,7585.3814970536,0.99624,1.74613197147846,13.104085996747,34248.5474165749,1972.0221994444,0.99876,13.1873477548361,34144.9015400869,6033.51469735665,0.99874,20.4266551360488,1.22983656823635,100,34581.8990423534,6015.72093442855,0.09454,34315.4925221503,4341.75992250135,0.95763,1.54106076806784,34291.9345872591,5374.89000162511,0.95994,119.434315785766,141.646044783294,34329.8664299126,1266.3570489343,0.98975,142.531310327351,34199.5695942448,4728.97893775063,0.99811,1026.52853966504
22100,50,1024,1,0.796539418399334,10,7299083.92046544,28145453.9906988,0.22363,7287544.39812372,73111060.914028,0.56596,0.823372304439545,7288102.90315034,69634787.0659697,0.54459,1.88618518412113,43.7912361994386,7293358.75992973,52006502.4071215,0.36332,43.8941613584757,7287595.57129685,14131369.8648248,0.82396,50.0705084204674,1.10092368721962,90,7299635.52973851,40342543.1392826,0.0781,7301886.28973267,39346410.6718162,0.21251,1.38566990196705,7296644.46987201,55199357.2133214,0.15066,97.6120023801923,160.123590193689,7306421.94171975,36270529.7033287,0.4894,160.499407373369,7289179.76121447,31658490.6916661,0.68343,317.404929086566
22100,50,1024,4,0.995982967317104,10,2385200.2562919,10239438.511659,0.43169,2374322.70366422,17871890.0104087,0.67673,1.01845102757216,2372361.8358625,27523712.850523,0.71261,1.65313347429037,23.0113300830126,2374791.97114921,27589.0251697888,0.95736,23.186819896102,2374530.5530523,71584.4185647979,0.9581,51.6321790441871,1.33737521618605,100,2381966.47773293,16613030.3690208,0.04685,2381237.34479722,9875956.71154016,0.12301,1.70718053728342,2377939.09079427,13053001.0536036,0.42916,136.216811597347,149.432895600796,2374938.37920511,15831.4668340215,0.95544,151.228244140744,2374590.40692565,60151.3919112604,0.95604,3966.21877086908
