DAG,COV,RUN,NORMAL MU,NORMAL VAR,GAMMA MU,GAMMA VAR,UNIFORM MU,UNIFORM VAR,N-G KS,N-U KS,G-U KS
173,0.3,1,1992.0163950788187,12732.012414347106,1992.100664770452,12901.040459537664,1991.8271854707214,12901.079024563182,0.009590000000000043,0.005250000000000005,0.008379999999999999
173,0.3,2,1574.217714761472,6334.8840239968995,1575.6542167299613,6907.2475595927335,1574.3762060617998,6312.310055602144,0.012909999999999977,0.0038600000000000856,0.013539999999999996
173,0.3,3,1765.1226033699247,10294.509687312195,1765.2732062180414,10563.644368579291,1765.0399135893244,10270.803555762015,0.008679999999999966,0.0031400000000000317,0.007740000000000025
173,0.3,4,1751.1892601653205,8366.612977636352,1752.626589940366,8912.27779595007,1750.6250877340347,8382.445529118291,0.010970000000000035,0.006429999999999991,0.011369999999999991
173,0.3,5,1814.8840237226573,10308.086113947287,1814.667358755344,10623.965636448609,1814.5923512235706,10453.437509251487,0.009579999999999977,0.00384000000000001,0.009179999999999966
173,0.3,6,1729.3686574782712,8620.821281550823,1730.1122997388802,8841.092005850322,1728.8953076307919,8583.715232866905,0.006460000000000021,0.003149999999999986,0.007850000000000024
173,0.3,7,1735.3821266630114,8568.226703429504,1735.5549946137123,9113.91018679828,1734.8171106696486,8608.278507268367,0.01163000000000003,0.004620000000000013,0.010210000000000052
173,0.3,8,1513.003838464784,7024.478947361604,1513.9458395793968,7402.454650954297,1512.9637220396266,7073.941522267702,0.01094000000000006,0.0038599999999999746,0.010140000000000038
173,0.3,9,1585.3181637156217,5210.608754072462,1587.2516274992713,5772.110565557113,1585.6935315376152,5066.709289088943,0.016859999999999986,0.008649999999999991,0.018340000000000023
15,0.01,0,1698.0733376452959,11.665195544027867,1698.072670261619,11.623673482672743,1698.0525141767796,11.650897235681146,0.002870000000000039,0.005099999999999993,0.005080000000000029
15,0.01,1,1751.1149260632187,13.24476863676476,1751.1048545232386,13.164054603380416,1751.0921739480123,13.291894429866977,0.002370000000000011,0.004860000000000003,0.0037699999999999956
15,0.01,2,1510.712446854915,11.673569727664782,1510.7014619212177,11.607296548650277,1510.682564160535,11.505569320884717,0.0031999999999999806,0.007410000000000028,0.005210000000000048
15,0.01,3,1799.860323215266,12.20473098300499,1799.8881731348274,12.041031208357024,1799.8778145472386,12.131326894450341,0.005099999999999993,0.0035800000000000276,0.0050000000000000044
15,0.01,4,1569.978179982949,11.163146243570564,1569.9883323341144,11.331817851610412,1569.9940739738258,11.288970644950568,0.005170000000000008,0.00548000000000004,0.0038799999999999946
15,0.01,5,1737.4451604213964,12.22111732782263,1737.466630004889,12.272828863523364,1737.4606194693652,12.195294851338938,0.004699999999999982,0.005099999999999993,0.0032300000000000106
15,0.01,6,1373.4107997968579,10.676749249527955,1373.4074791207256,10.673103926160362,1373.4003876475206,10.727750556976272,0.0025299999999999767,0.004840000000000011,0.00521000000000002
15,0.01,7,1945.7929443915552,14.70435160437951,1945.8059966338615,14.786524459684662,1945.8015880306968,14.78652801508019,0.005310000000000037,0.004430000000000045,0.0037499999999999756
15,0.01,8,1686.110221153009,12.338120268719958,1686.1078989267573,12.287379093974556,1686.1194349713946,12.21310722077384,0.0037599999999999856,0.0023400000000000087,0.004720000000000002
15,0.01,9,1542.199903938979,11.038992714292494,1542.1934514329844,11.037083366898282,1542.192009373419,10.920199401359085,0.0036599999999999966,0.003070000000000017,0.0023199999999999887
15,0.03,0,1604.6422540327405,111.78651225265624,1604.6823522287232,111.37929302001562,1604.6723417381847,111.20476353015735,0.002940000000000026,0.0043199999999999905,0.004830000000000001
15,0.03,1,1655.1698853282662,100.37020891188656,1655.1440311872152,99.19987001141595,1655.192143056082,99.86670152011168,0.004850000000000021,0.003669999999999951,0.008010000000000073
15,0.03,2,1671.9070596246636,125.68039828885641,1671.8816729061423,126.54001171551187,1671.9751773626292,125.80371833872897,0.004809999999999981,0.004070000000000018,0.006269999999999998
15,0.03,3,1562.1942649146051,88.27337108752286,1562.1600201970589,87.72860132135375,1562.191665458704,87.7380991328809,0.003960000000000019,0.0029000000000000137,0.0045600000000000085
15,0.03,4,1527.5953655308467,96.68919716290138,1527.5872222332562,97.29712626833617,1527.6068354427896,96.2593346383127,0.0019800000000000095,0.0023500000000000743,0.003090000000000037
15,0.03,5,1656.0445130769506,90.85036254570092,1656.1181818051768,89.66988150326328,1656.044395716191,90.97183894966568,0.003699999999999995,0.003410000000000024,0.005510000000000015
15,0.03,6,1782.6027364460222,117.43877931902674,1782.633633084042,117.83840625950668,1782.6243355701276,117.68506877227553,0.003170000000000006,0.0024200000000000055,0.003290000000000015
15,0.03,7,1726.1235759571402,113.40171901666177,1726.094865094745,113.15934260474671,1726.1053826653024,112.79683162197799,0.003710000000000102,0.003910000000000025,0.0043199999999999905
15,0.03,8,1581.2843898521683,91.16633702961326,1581.26087831046,91.63705317519452,1581.2115601565204,90.62402351990747,0.004410000000000025,0.0046000000000000485,0.002809999999999993
15,0.03,9,1545.2180925802904,97.53419556545401,1545.2677041140655,97.0354733314043,1545.317621147773,97.2175966112546,0.005330000000000001,0.007589999999999986,0.0048000000000000265
15,0.1,0,1542.49664032435,942.2378238961435,1542.5478141448625,939.8036312426951,1542.495875418378,945.4062391364688,0.006220000000000003,0.0034399999999999986,0.006249999999999978
15,0.1,1,1544.1631138086468,1062.4323790001097,1544.0633017253024,1075.9442463930147,1544.1959124821174,1079.5885953337252,0.006699999999999984,0.00499000000000005,0.006639999999999979
15,0.1,2,1421.9466226435716,938.0945213520054,1421.9079227253667,938.7899456564396,1421.849490345727,947.9672307905006,0.0049000000000000155,0.0064499999999999835,0.006530000000000036
15,0.1,3,1436.1448712374804,1019.3635531494392,1435.9745800879637,1009.7230682613504,1435.9029867546174,1010.8548636049387,0.009230000000000016,0.005549999999999999,0.004489999999999994
15,0.1,4,1557.1179012105647,1012.6948814093727,1557.0316158332346,1025.5156841484904,1557.2704255578751,1004.6872156115943,0.006420000000000092,0.0037599999999999856,0.008580000000000032
15,0.1,5,1631.0839390286546,1012.5091729915684,1631.1268259447315,1018.1716628888921,1630.9448717577973,1007.4990057806828,0.003709999999999991,0.0032200000000000006,0.003369999999999984
15,0.1,6,1693.320856998212,1121.722146004609,1693.5677087433833,1136.1006790198387,1693.553327774206,1136.6134346365188,0.005809999999999982,0.007580000000000031,0.005090000000000039
15,0.1,7,1555.0266376762766,972.3431443616117,1555.2382632588499,983.641533030903,1555.303681511424,971.0455519107974,0.0050600000000000644,0.00660000000000005,0.008120000000000016
15,0.1,8,1718.9555421458128,1177.4833444887415,1718.985309503122,1177.1663723619251,1719.2719772278228,1170.1215218076477,0.00264999999999993,0.005870000000000042,0.007009999999999961
15,0.1,9,1901.2661843355934,1396.3685810579366,1901.2790251201084,1390.86836763072,1901.080428721417,1398.9407705709361,0.004209999999999936,0.005339999999999956,0.004610000000000003
15,0.3,0,1745.7556144897374,10757.96544978793,1745.7674036602805,11033.037771734138,1745.2414437373181,10733.692362491369,0.011070000000000024,0.004409999999999914,0.007810000000000095
15,0.3,1,1708.925441681304,9722.50255584286,1708.683771709207,9971.909645725189,1708.064006902478,9841.066935489474,0.009970000000000034,0.006639999999999979,0.008550000000000058
15,0.3,2,1716.9795165184248,7922.380198338208,1717.0685591595734,8363.747702901857,1717.2647752110825,7936.604342830093,0.01049,0.005170000000000008,0.012599999999999945
15,0.3,3,1753.7406409252744,9710.68354213627,1753.5427529358674,9852.56128136756,1753.9421270864552,9846.694719275603,0.009520000000000084,0.0036299999999999943,0.010580000000000034
15,0.3,4,1482.7536338246707,6318.736874258539,1483.344827642488,6660.15757144897,1481.56746694465,6355.236410831309,0.009789999999999965,0.007250000000000034,0.01200000000000001
15,0.3,5,1553.8725314587339,7306.965461495582,1554.982174541772,7725.707266048676,1553.8202097794306,7302.809428724029,0.009230000000000071,0.003109999999999946,0.010660000000000003
15,0.3,6,1647.732336335166,9314.140718107179,1647.2023803431955,9747.234030398426,1647.3853802689891,9502.517521477794,0.0121,0.006670000000000009,0.012149999999999994
15,0.3,7,1610.6522613391478,9342.48592017384,1610.3341547268146,9723.802834759508,1610.5348616532633,9322.080559318296,0.011919999999999986,0.003569999999999962,0.011860000000000037
15,0.3,8,1490.6199273486689,6547.447642170201,1491.480254799871,6932.787297655915,1490.5563432676245,6574.11418804895,0.008479999999999932,0.0039300000000001,0.00829000000000002
15,0.3,9,1846.9327572660377,9398.968892156696,1847.1761615832404,9871.604852003427,1846.3654169220438,9366.800338120325,0.010799999999999976,0.005280000000000007,0.010250000000000092
67,0.01,0,1319.7603292912943,8.975619869126245,1319.7527509942208,8.995795887316703,1319.7543709419836,9.025133170020286,0.0042400000000000215,0.004119999999999999,0.0049200000000000355
67,0.01,1,1624.4128629987356,13.862962677379272,1624.396303020649,13.793219440579184,1624.3964731325286,13.779080618997325,0.0048199999999999354,0.004039999999999988,0.004530000000000034
67,0.01,2,1425.0750190728786,10.042570318495187,1425.0856013798625,9.9786727751575,1425.095048061038,10.108888259198954,0.0030000000000000027,0.006800000000000028,0.006280000000000063
67,0.01,3,1520.8646399354786,12.747713066564515,1520.852180634098,12.725186448259773,1520.886557804159,12.658055065509672,0.0045199999999999685,0.0044600000000000195,0.007459999999999967
67,0.01,4,1307.3373000777335,9.152027508934719,1307.329463899706,9.099830256222562,1307.3341713819352,9.031549693759086,0.003249999999999975,0.0035600000000000076,0.005430000000000046
67,0.01,5,1533.1749247389794,12.261667773255677,1533.183474392901,12.225994727024855,1533.1708707175844,12.138230877210914,0.0031899999999999706,0.0023500000000000187,0.003159999999999996
67,0.01,6,1592.501031676406,12.147647105201248,1592.4837853714234,12.237568833793532,1592.5053518281986,12.191099284213632,0.0045700000000000185,0.003770000000000051,0.003940000000000055
67,0.01,7,1460.867783436732,11.845883921922992,1460.8710307590798,11.8374797059361,1460.873939087708,11.843452622029169,0.0030999999999999917,0.0045600000000000085,0.0044800000000000395
67,0.01,8,1494.527844816744,11.141016787650239,1494.518740686329,11.151155342973823,1494.4764176133992,11.152530668702306,0.0040200000000000236,0.007360000000000033,0.007919999999999983
67,0.01,9,1436.3913118736155,10.256533461035904,1436.4080290811,10.244213599843645,1436.3968082159672,10.326088867736747,0.0032300000000000106,0.0035800000000000276,0.003610000000000002
67,0.03,0,1512.5959229799207,103.05353552873403,1512.6139678417442,102.99882016972799,1512.6175025234277,104.04634247947719,0.00274000000000002,0.006570000000000076,0.005959999999999965
67,0.03,1,1582.282942124909,109.83819090085764,1582.256973443871,109.2350101950675,1582.2441504223445,111.10812664475522,0.004070000000000018,0.0049799999999999844,0.005170000000000008
67,0.03,2,1404.2182479484234,93.63280996418443,1404.2413081858342,94.35487372303433,1404.234205956949,94.8201707908476,0.0034399999999999986,0.004280000000000006,0.0035499999999999976
67,0.03,3,1509.3923392355618,88.89762075660005,1509.4045040545102,90.1861042728259,1509.3179424133689,89.66626632104845,0.00378999999999996,0.006890000000000007,0.004500000000000004
67,0.03,4,1456.798587763792,106.00619016698852,1456.8211832469246,105.4576685647367,1456.8176177403216,105.1519744489791,0.003190000000000026,0.0023299999999999987,0.003090000000000037
67,0.03,5,1481.6023479939433,96.13170701206805,1481.6000183746264,95.90256463555109,1481.633332349179,96.60955578028717,0.0030799999999999716,0.003730000000000011,0.004150000000000098
67,0.03,6,1531.483952911871,107.68127089300273,1531.4760844351588,108.89646721559693,1531.4470071565938,108.21211843805638,0.003080000000000027,0.005330000000000057,0.0042300000000000115
67,0.03,7,1595.4519972043577,122.00034920361409,1595.4773866562134,122.02460017546352,1595.4976996222954,121.37020056972693,0.0028200000000000447,0.003410000000000024,0.003329999999999944
67,0.03,8,1608.2338057705488,88.7955909888866,1608.2585437503028,89.58649397613043,1608.2669313762892,88.98600579847101,0.0037400000000000766,0.003500000000000003,0.005079999999999973
67,0.03,9,1504.6830211217919,102.02456926896333,1504.700500738263,102.23043486905735,1504.6183734666045,102.06427722005121,0.003149999999999986,0.004799999999999999,0.003630000000000022
67,0.1,0,1486.5592167188418,939.7037410597891,1486.735113020718,951.8025149036698,1486.7436949844378,932.2774057721505,0.0044199999999999795,0.004290000000000016,0.006489999999999996
67,0.1,1,1538.053823985965,820.3491201248288,1538.0226213486653,846.3366101131887,1538.0781223065496,828.9128466932026,0.005780000000000007,0.0041200000000000125,0.007979999999999987
67,0.1,2,1463.0610541255287,977.174220880893,1463.2476730332035,984.3126692865197,1463.1336957969831,976.0531210124764,0.0030999999999999986,0.0040400000000000436,0.0037599999999999856
67,0.1,3,1375.0499963244195,561.407735236134,1375.4302763679677,589.9833266753752,1375.2633074661567,556.6927565526224,0.01043000000000005,0.008240000000000025,0.009780000000000011
67,0.1,4,1417.4220437914516,869.5716766891167,1417.5105828340495,882.5967489661962,1417.7008209945704,871.970907171726,0.00496000000000002,0.00936999999999999,0.009870000000000045
67,0.1,5,1617.4992888954562,1134.907678235185,1617.4800549699826,1151.0139584508472,1617.6626855883496,1141.2125388009854,0.005720000000000003,0.004409999999999914,0.008480000000000043
67,0.1,6,1515.588593588087,900.1022730847474,1515.7302007309727,912.0075862397101,1515.779053664965,894.8579434799058,0.0042400000000000215,0.005110000000000003,0.005639999999999978
67,0.1,7,1510.227663358728,1110.6467799874567,1510.4066881092015,1119.0654617851874,1510.3215428808664,1118.1672215629824,0.003170000000000006,0.004130000000000078,0.0040600000000000636
67,0.1,8,1369.131096468632,803.2002262207881,1369.3125170375345,817.6097493791799,1369.3509993518558,803.0042605082816,0.005070000000000019,0.00608000000000003,0.006639999999999979
67,0.1,9,1377.6608916341784,794.2978636613378,1377.660928753784,805.0126367680141,1377.645799085629,795.6806345809682,0.0042999999999999705,0.0037599999999999856,0.006460000000000021
67,0.3,0,1572.733078730164,4614.241615111216,1579.440340046206,5377.516070280366,1572.5451876736392,4382.583089691057,0.04213,0.006749999999999978,0.04522999999999999
67,0.3,1,1625.4817072123158,4946.182636525443,1631.282311467666,5683.458022700006,1625.2188022406558,4748.535514826029,0.035579999999999945,0.005149999999999988,0.03805000000000003
67,0.3,2,1408.3763904692703,4192.550669266958,1414.87654937432,4946.308216313017,1408.0306464118596,3983.6817563097807,0.04081000000000001,0.007229999999999959,0.044910000000000005
67,0.3,3,1573.8924846999737,5283.423621804101,1580.5686731110575,6148.604796904276,1573.7143955034396,5088.066598314895,0.040730000000000044,0.006390000000000007,0.04244000000000003
67,0.3,4,1603.8541572149823,5186.581763808765,1610.534867210266,5964.785965264225,1603.899202113409,4989.774696316414,0.03911000000000009,0.00607000000000002,0.03903000000000001
67,0.3,5,1570.4725170060444,6565.099916884696,1573.4671286387725,7213.048662625476,1570.2697045047269,6483.444332598324,0.019180000000000086,0.003740000000000021,0.019670000000000076
67,0.3,6,1573.5150332942499,4935.540654731784,1579.1372977776555,5639.2259522859595,1573.3718489835733,4699.285231492775,0.03538000000000008,0.006769999999999943,0.03850000000000009
67,0.3,7,1548.2819099442654,5338.9810063589875,1552.82477312038,6046.514234411423,1547.865873442145,5097.920891515952,0.02797000000000005,0.006260000000000043,0.03259999999999996
67,0.3,8,1577.16149750417,6796.699582163403,1582.4506557870882,7529.87943748974,1576.150380371521,6705.444222858061,0.025000000000000022,0.00546000000000002,0.028959999999999986
67,0.3,9,1690.9151283803112,6870.526477733697,1695.2452249418382,7557.738107537272,1690.3580251929657,6718.248241206656,0.022179999999999978,0.0045399999999999885,0.02522000000000002
132,0.01,0,2078.0276931617623,13.798925681820261,2078.0352411584145,13.796772784247262,2078.0584575491566,13.687151501920559,0.0032500000000000306,0.0043400000000000105,0.0045000000000000595
132,0.01,1,2195.0904608209757,15.511511697467137,2195.1187715372494,15.523078694891037,2195.0906982489123,15.663783126366567,0.004090000000000038,0.0033999999999999586,0.005479999999999985
132,0.01,2,2376.610264217447,16.259171518112154,2376.6219286314185,16.340940673771254,2376.634700981351,16.15320224657577,0.005149999999999988,0.006800000000000028,0.0045499999999999985
132,0.01,3,2263.4759657472414,16.45512587843714,2263.5031247124502,16.339728157234596,2263.4988510569524,16.3925579288224,0.004530000000000006,0.004809999999999981,0.0036300000000000082
132,0.01,4,2233.532720949995,16.147011993285023,2233.529229075913,16.058058979453328,2233.5244006449952,16.09450453086998,0.0028000000000000247,0.0030000000000000027,0.003589999999999982
132,0.01,5,2236.019931966665,15.64709545658354,2236.029414886957,15.735870520205221,2236.029541741309,15.732332942899871,0.002749999999999919,0.0036400000000000876,0.0025800000000000267
132,0.01,6,2361.7717655742726,17.20831148740643,2361.779400250513,17.15942963119632,2361.7861132239736,17.188475432247568,0.003379999999999994,0.0045999999999999375,0.004049999999999998
132,0.01,7,2203.7893500481177,12.08265605548296,2203.785820850448,12.070594264641183,2203.8095772457896,12.140604594094595,0.0034600000000000186,0.006909999999999972,0.008130000000000082
132,0.01,8,2163.268042730443,14.704200925966344,2163.2613235301083,14.761773155052852,2163.2724019629236,14.703165642106542,0.0040999999999999925,0.0038200000000000456,0.002579999999999999
132,0.01,9,2409.185624924335,17.785834157885198,2409.166521139307,17.869986721081844,2409.1560002474607,17.8916554376574,0.004809999999999981,0.0048699999999999855,0.002829999999999999
132,0.03,0,2586.6854987306942,177.32912600366782,2586.6543405858147,179.79105557508592,2586.658329349689,179.27762090677288,0.003760000000000041,0.0029799999999999965,0.0035700000000000176
132,0.03,1,2336.991170690178,143.0092971493284,2336.9448251640965,144.21119644272954,2336.99568832281,143.4929901388136,0.004170000000000007,0.0035199999999999676,0.0044299999999999895
132,0.03,2,2247.1092864964994,135.7166679070026,2247.2107374808334,137.0911488277283,2247.1827170232255,137.3163990870446,0.005350000000000077,0.006979999999999986,0.003530000000000033
132,0.03,3,2197.586054587697,129.99957762649947,2197.613806471127,130.10724241588937,2197.6320258463825,131.42779075840193,0.003480000000000011,0.0047400000000000775,0.005229999999999957
132,0.03,4,2316.9981696182303,161.6899316027331,2317.0181021728695,159.94684105487218,2316.9571219719633,160.09662699272607,0.0031899999999999984,0.0039599999999999635,0.0039000000000000146
132,0.03,5,2284.044521198574,145.42828388169764,2284.0116835598096,146.19605783013517,2284.048994664787,145.09757996693884,0.004850000000000021,0.0030400000000000427,0.0033600000000000296
132,0.03,6,2153.464353100742,131.4348693871647,2153.4406992746094,131.14904780878476,2153.478782412858,131.54044780588328,0.0036900000000000266,0.0028200000000000447,0.004049999999999998
132,0.03,7,2413.000733737928,158.60771177361772,2413.0230336144255,158.56303729008374,2412.9722959650467,158.0762155386235,0.0026399999999999757,0.0035299999999999776,0.0037599999999999856
132,0.03,8,2247.1773192465494,155.99026272696346,2247.196142881379,155.99539124026182,2247.2440364177805,156.2468000430416,0.004010000000000069,0.005449999999999955,0.004670000000000063
132,0.03,9,2186.570517709228,131.7328637652451,2186.608839231794,131.5650822287911,2186.584213983439,132.6048657882889,0.003350000000000075,0.004290000000000016,0.0028900000000000037
132,0.1,0,2200.623220205104,1326.957361992096,2200.747261574537,1318.4351998724314,2200.327820198931,1330.3443745214065,0.0031199999999999978,0.005860000000000004,0.006519999999999998
132,0.1,1,2131.63260592691,1036.8073286748474,2131.7293539725747,1069.8238922020737,2131.5918186554895,1040.360018248456,0.005580000000000029,0.0048399999999999554,0.005570000000000075
132,0.1,2,2207.0890008508645,1529.9454485334106,2207.107958893298,1561.1237998623772,2206.78260758524,1543.178747603735,0.005080000000000029,0.0063,0.003940000000000055
132,0.1,3,2101.3755905241424,1314.9205424562354,2101.549771009124,1329.818974660407,2101.5212559665115,1327.2948449985875,0.003910000000000025,0.005610000000000004,0.0043199999999999905
132,0.1,4,2216.6054361629735,1591.5419304822883,2216.5811568995305,1590.078665337062,2216.750484122085,1592.3942103884801,0.004510000000000014,0.0048799999999999955,0.006290000000000018
132,0.1,5,2358.808936502833,1623.7470723838228,2358.727970707369,1630.6701145326758,2358.5090546151987,1626.5644984901253,0.005539999999999989,0.0050000000000000044,0.002819999999999989
132,0.1,6,2277.7424593997125,1429.099673191471,2277.783032887589,1442.9672468569215,2277.594304753568,1434.567461276281,0.0045399999999999885,0.0037399999999999933,0.005290000000000017
132,0.1,7,2514.496421176607,1853.6093738407124,2514.7485698554883,1843.7039091014062,2514.5235946282846,1832.678848726857,0.004040000000000016,0.0030200000000000227,0.003630000000000022
132,0.1,8,2295.0547223780877,1639.736053192178,2294.865389279751,1658.2887451241709,2294.823145482887,1636.527253965787,0.007910000000000084,0.0041200000000000125,0.005680000000000018
132,0.1,9,2572.2800578610336,1885.7537757614878,2572.398547814103,1893.5432828607545,2572.2029491689486,1900.643791303802,0.0026599999999999957,0.003699999999999981,0.0041200000000000125
132,0.3,0,2303.836650335572,10594.123373293924,2305.886352765389,11557.296915929775,2304.3466118166493,10736.359810691667,0.016170000000000018,0.00653999999999999,0.011319999999999997
132,0.3,1,2145.3252966420273,8671.61170209616,2146.253648515966,9345.486890572385,2144.7318359996934,8692.69956279424,0.011889999999999956,0.003810000000000008,0.012739999999999974
132,0.3,2,2119.8511496554097,8408.882996857528,2122.24308721371,9091.301258424046,2120.1313440512754,8311.627590689239,0.015109999999999957,0.0034500000000000086,0.015029999999999988
132,0.3,3,2366.812638980525,11705.798821875806,2368.070762158167,12502.401492282459,2367.6735091863857,11725.157830545253,0.010220000000000007,0.006549999999999945,0.009940000000000004
132,0.3,4,2328.001805615654,11255.965438200703,2327.8445091843146,11852.961625942025,2326.699008135522,11165.32765837704,0.009510000000000018,0.005580000000000029,0.009110000000000062
132,0.3,5,2299.277026613006,9158.607788130315,2301.109043449347,9832.752538957211,2299.667071982738,9049.586630387072,0.014050000000000007,0.005979999999999985,0.012849999999999917
132,0.3,6,2271.2867342548516,11709.681728761649,2271.6152765827837,12136.343196024465,2270.8266378485746,11728.671100609912,0.007790000000000019,0.00384000000000001,0.006740000000000079
132,0.3,7,2146.868855114995,8174.812074287718,2150.379510183713,9077.468706939739,2147.679665600463,8101.279891003559,0.021730000000000027,0.007450000000000068,0.018610000000000015
132,0.3,8,2349.6185173169865,12173.92560238233,2351.3246104339014,12904.828135225089,2349.480173502925,12154.25672264708,0.010060000000000069,0.0028599999999999737,0.010909999999999975
132,0.3,9,2339.197141481563,9635.226843983639,2340.689050911476,10488.441586323808,2339.4082910527677,9557.991281405277,0.01364999999999994,0.0046200000000000685,0.01464999999999994
