DAG,COV,RUN,HEFT MU,HEFT SD,SHEFT MU,SHEFT SD,SHEFT PROB,SDLS MU,SDLS SD,SDLS PROB,MCS100 MU,MCS100 SD,MCS100 PROB,UCB100 MU,UCB100 SD,UCB100 PROB
173,0.05,0,25.271217729452523,0.3527833490124042,24.76628934631085,0.39620755346838366,0.828088,25.80689151030063,0.4126399388478186,0.163263,24.984407441901553,0.3087066662828522,0.731064,24.46546096849514,0.24894932831866534,0.96214
173,0.05,1,31.220157319508363,0.48571735167745544,29.605016135659934,0.33126876973249025,0.997754,31.26559389503029,0.6013471488162506,0.483405,30.06380516755823,0.34084230917896197,0.977392,29.58539248869852,0.30901051812166785,0.998514
173,0.05,2,17.92581914267459,0.3482090568952973,16.88642202799199,0.2062152145301862,0.997191,17.585115936676168,0.35831280941773597,0.751324,16.9550389663296,0.2949196463012586,0.984645,16.871519924274647,0.18495916649025426,0.997534
173,0.05,3,21.20654031641007,0.4004864622555355,21.55606586042524,0.29481048247588787,0.238808,21.962344817534095,0.45559083812418966,0.107178,20.851960451174776,0.327909418276076,0.740308,20.364170485634315,0.27143129929922166,0.94214
173,0.05,4,29.08145208507178,0.4232879056587142,27.832505416896872,0.3721891200733339,0.989755,29.32711853638732,0.4690780661504501,0.351063,28.229705682078826,0.4407036547247721,0.912502,27.71670021922984,0.36455568154726076,0.992393
173,0.05,5,28.091084752245777,0.4659426290568044,28.51030814396556,0.2725832016184787,0.215032,29.495977908261136,0.542656449287217,0.023161,27.336952129677556,0.34368315969026514,0.888982,27.213877592311526,0.25856573167844804,0.950229
173,0.05,6,17.978305513496416,0.31487104785240905,18.134470978334562,0.2890141536887438,0.352784,18.919486091697607,0.3965406710761768,0.030314,17.686706143754094,0.31006416164124456,0.741968,17.73413189969508,0.2331508309756377,0.714414
173,0.05,7,27.758722263427313,0.5770294984352031,26.42059881751333,0.5005648149559015,0.960577,28.31527978588177,0.6789192485308666,0.272244,25.994593935610464,0.42154149940141106,0.991511,25.526651081353528,0.35097595886649546,0.999507
173,0.05,8,23.312878697670957,0.37473312742419584,22.914403329608163,0.30870859568260317,0.79718,23.845403592413312,0.4561451468121937,0.184281,22.815734325168116,0.33928928191963587,0.820961,22.060738221291714,0.25592503038097514,0.995754
173,0.05,9,32.341357823381095,0.48358312722997226,30.928165837236214,0.4258359323893564,0.985181,32.79225160771335,0.5865695673278251,0.281993,31.12518360820772,0.4196055915015127,0.971647,30.221398356960563,0.31446309655377264,0.99976
173,0.1,0,21.428025045453186,0.5226945213952727,20.453189359511917,0.45484348855493334,0.921242,23.243308803157735,0.7094958720100809,0.018143,20.97745871558218,0.5171134245494596,0.725286,20.142422688502887,0.3795191918494483,0.977798
173,0.1,1,23.385129680799707,0.5183332647638439,22.47390205591017,0.40271592181981586,0.918915,23.68741420869571,0.5659331937812122,0.346373,23.746447093372453,0.5182864758466038,0.323028,22.283173736215904,0.37898730235228767,0.954636
173,0.1,2,32.30149619368777,0.6160668220373494,31.53602575748004,0.5163346929980869,0.830245,33.3758468906226,0.7712790171749322,0.137462,31.88755986820464,0.6562524364184826,0.672032,31.23961031361435,0.5050140305582254,0.909939
173,0.1,3,26.4677768998456,0.6004961938030163,26.101928946990157,0.47460978495752987,0.684894,26.221324159131683,0.6924710432847779,0.612302,26.41438714918525,0.5654285419996756,0.527572,25.608588186374146,0.44687684554662827,0.871872
173,0.1,4,23.002058661084057,0.5709509687652589,22.0557778151349,0.43995770260168254,0.906431,23.473067205677097,0.723655591145351,0.307526,22.09248327459724,0.5219179525962053,0.859926,20.874831585238375,0.3897752979276744,0.999519
173,0.1,5,26.777383577815886,0.5872309971944659,25.71125266853474,0.44490824526395906,0.929578,27.703022631751534,0.7057204196568831,0.155801,26.79079443369247,0.5697918653915259,0.494685,25.679581216049506,0.408806587633196,0.938391
173,0.1,6,32.05765867452709,0.5779410599729644,30.9600575631233,0.5975139160341306,0.906713,31.747692429935572,0.7542876707616291,0.630716,31.736896125035507,0.6063229149265601,0.646073,30.661742431073822,0.49902673162386957,0.962501
173,0.1,7,25.41467658210315,0.5771623000142375,25.581170927620168,0.5268521318260453,0.411073,25.28684100002753,0.7126114319832015,0.563867,25.672787884085864,0.5152065987560035,0.379461,24.614561732679874,0.479327922707377,0.839817
173,0.1,8,28.315513103233897,0.6699545222349647,27.000926346681233,0.4866898372984258,0.946411,27.96636734500616,0.600906073714423,0.645585,27.60269666817932,0.5647205086596665,0.78102,26.501306495424757,0.413797190769979,0.992213
