n,r,s,CCR,NAME,RUN,MLB,MST,EFT,NC,NC TIME,OL-I,OL-I TIME,OL-II,OL-II TIME,GCP,GCP TIME,HAL,HAL TIME
1002,32,4,0.1,173,7,248.99898735355424,1033.5444846427717,267.6599610898141,270.5402446243196,1.1089921395899873,267.6599610898141,1.2228147685691992,267.6599610898141,1.2773008207975116,267.6599610898141,1.0173717394002577,267.6599610898141,1.0669755832243084
1002,32,4,0.1,173,8,246.83701798320638,986.8192074068162,264.7083827537354,266.71185745206634,1.0941683686809673,264.7083827537354,1.2173966050317382,264.7083827537354,1.1700507900960642,264.75812423610574,1.0072034248082926,264.7083827537354,1.0637502212150802
1002,32,4,0.1,173,9,260.8700985455368,986.7579262407542,276.4819501933172,283.1098494681668,0.9965024129759219,276.47458004628385,1.3067649428088575,276.47458004628385,1.1798806349568873,276.4819501933172,1.0180500072863912,276.4819501933172,1.0765816186016617
1002,32,4,1.0,173,0,263.26288994577084,1002.0434383188784,323.32953513326277,331.9838315110539,0.9993995055218385,323.32953513326277,1.2265781905776183,323.32953513326277,1.2594257627541139,323.83273419342777,1.0229731650581937,323.32953513326277,1.0717351327897797
1002,32,4,1.0,173,1,240.67329365386973,969.8579662099094,315.15187251324744,312.8816756006435,0.9984535324959939,315.15187251324744,1.219397363322787,315.15187251324744,1.1675532383649159,315.84221038814064,1.0896200339200321,315.15187251324744,1.060127919522747
1002,32,4,1.0,173,2,257.0286464618202,1022.1794437538,332.3879499108032,331.027841111303,0.9977593966543479,332.3879499108032,1.2293436244919442,332.3879499108032,1.1762797954117454,329.3396246007017,1.0205907908805913,332.3879499108032,1.069163373102137
1002,32,4,1.0,173,3,260.7339830728972,1004.4724286786787,322.5149384287434,326.93675294640053,0.9971408999611729,322.5149384287434,1.22931159043041,324.31708701930194,1.184236435672811,322.84108871588234,1.024311107935898,324.31708701930194,1.0732669762356537
1002,32,4,1.0,173,4,291.56498161386406,1058.730150669935,353.01596300067587,356.4906071766087,0.990490059401492,353.01596300067587,1.2220686957685032,351.21592825680284,1.1692937239580796,353.01596300067587,1.024789841073783,352.8016157686979,1.0640975111104012
1002,32,4,1.0,173,5,268.96521406692534,999.5388170096102,327.4632308755253,330.60645690765864,0.9895628909162077,327.4632308755253,1.2095500268104107,327.4632308755253,1.1553719636628688,327.4961010403074,0.9992978503011694,327.4632308755253,1.0529315422634316
1002,32,4,1.0,173,6,283.7937051378091,1040.0385977070289,347.6019321442437,348.00185150098304,0.9953766966382962,347.6019321442437,1.2390453691816699,348.1357083452697,1.1726356261888402,348.1844024154364,1.0146040014620585,348.1357083452697,1.06504507909861
1002,32,4,1.0,173,7,263.7810026205751,1021.9193329273986,338.02154905265877,338.1183343594356,0.9965630113774177,338.02154905265877,1.2284258412917164,338.4090341565821,1.1824982704951863,338.02154905265877,1.0225187436066339,338.0976636561584,1.072688496247323
1002,32,4,1.0,173,8,276.3081256484661,1000.7023530459303,335.31095608548776,341.7948735042087,1.0007845893093046,335.31095608548776,1.2281353425684873,334.2859226910606,1.184064589927747,335.31095608548776,1.0169875956701007,334.0144089171972,1.0721636774959644
1002,32,4,1.0,173,9,267.1296350606859,1016.9584378994474,318.9917445894717,319.94990073770197,1.00066032312718,318.9917445894717,1.220229644092084,319.0182118669122,1.177300649576028,319.4896294891633,1.012611090647677,318.9917445894717,1.0637506383397481
1002,32,4,10.0,173,0,283.2660594152983,992.4528706926001,940.5743764797332,949.7022276695635,0.9990111110051981,942.2214905737691,1.2305553871412391,943.7517581205286,1.179495781995821,2096.4584206741138,1.0216131962498483,943.7517581205286,1.0695637817310695
1002,32,4,10.0,173,1,274.02800535006077,1002.0720801298718,886.4152048740767,886.4152048740767,1.0015473754269166,870.0190920939716,1.2298401191424413,868.2596448847765,1.1952467879506283,1846.3062879837685,1.0216960638861112,870.0190920939716,1.0722659677127648
1002,32,4,10.0,173,2,293.1412746700091,1045.019922686168,1050.2081698100271,1050.9757612318838,0.9943207652017741,1048.1977747119713,1.2247846775211737,1048.691645049359,1.290645126492702,1925.6427771091692,1.015041437887095,1048.1977747119713,1.0655225341189287
1002,32,4,10.0,173,3,264.64723349738904,992.4007939957293,1035.729629821648,1033.7785999693929,1.0051517325059582,1036.0006739103485,1.3067023896496517,1036.0006739103485,1.2145246762123476,1967.8781538423027,1.1047797995916868,1033.567523552696,1.0735772751188253
1002,32,4,10.0,173,4,266.41824232483145,998.1234506582352,960.054374803748,914.3697608840846,1.0051974669418382,960.054374803748,1.2307918014514772,940.0624351338723,1.1770654283671378,1941.2591216265641,1.0217966900231532,980.4552263041145,1.15151667611266
1002,32,4,10.0,173,5,279.2917390577048,1031.892506017619,1036.0006157956198,1059.0648943813248,0.9970462552085797,1036.0006157956198,1.2664698997200006,1051.8561444193726,1.2855741561389715,1688.6454650221415,1.019216456275281,1051.8561444193726,1.0732328614495428
1002,32,4,10.0,173,6,253.2778135245344,931.9770999678117,933.4211969695632,933.4211969695632,1.0003408789188262,933.4211969695632,1.2288904089793529,933.4211969695632,1.1751356685712726,1781.123955313207,1.0189397406315182,933.4257062977379,1.0669049437067097
1002,32,4,10.0,173,7,279.75490073484315,1027.1766546456718,1017.831016324354,1010.3831975484437,0.9972224358217562,1017.831016324354,1.225789645210267,1017.831016324354,1.1758335244874447,2097.3006632846736,1.0187494503696644,1017.831016324354,1.0648650737765057
1002,32,4,10.0,173,8,299.1444283477704,1022.7918490395538,1007.3287525533182,1000.7081419570947,0.9979084989033885,1006.8192229459265,1.2333347515496964,990.8453552044119,1.1779346370571102,1906.0691648667955,1.0212987697645057,990.8453552044119,1.0714719836304396
1002,32,4,10.0,173,9,260.5098527958663,987.9067827213337,961.4995203132173,963.3977399562768,0.9927097355906692,959.3681984503341,1.214570301451241,959.3681984503341,1.1894886461373453,1605.706748935847,1.0309641319942526,959.3681984503341,1.1707257942063323
1002,32,1,0.01,15,0,245.33560670871626,1042.2223704338555,619.2371752252009,694.588524932045,0.9830854368226362,619.2371752252009,1.2398905049656055,619.2371752252009,1.1810768828020333,618.2774116850685,1.0023337259099006,624.5980987783227,1.0822471994370568
1002,32,1,0.01,15,1,243.79221861468096,996.9800164462471,597.6368427159659,673.0780888577556,0.9981039939674005,597.6368427159659,1.2504825846781242,597.6368427159659,1.198182511498515,597.6368427159659,1.0177096199633897,604.8280113626677,1.0783359191413961
1002,32,1,0.01,15,2,269.40436056500386,1027.422375642736,645.4560086752414,709.1674040606795,1.0012100108502937,645.4560086752414,1.2457314400129353,645.4560086752414,1.1937874538833133,642.1912892591553,1.0116989844605409,642.6295994705325,1.0777669372051961
1002,32,1,0.01,15,3,224.00371711017218,1031.8353979457443,594.7951093794063,662.4053196729948,0.9980800732983357,594.7951093794063,1.246630525213669,595.44634553477,1.1921750954469297,594.6181970304563,1.01538673481583,597.7252718676771,1.0795472569388453
1002,32,1,0.01,15,4,250.17417019319788,1025.5951117795603,633.0481140664979,701.2508780269512,1.0016147089273126,633.0481140664979,1.2503354419371755,633.0481140664979,1.1984190452484884,633.0481140664979,1.0138274907435207,633.2087278956229,1.0852638681050446
1002,32,1,0.01,15,5,242.6509785162751,1023.0626982631669,610.3997888697482,683.610975113724,1.002738884412098,610.3997888697482,1.247176689493356,610.5327628882051,1.1987495555656196,610.3997888697482,1.0131599293393774,613.1040691528179,1.0843231190793914
1002,32,1,0.01,15,6,216.97690557461573,953.0687644278737,592.9910702084188,662.3232035137249,1.0059768905808755,592.9910702084188,1.2493877775559319,592.9910702084188,1.1932965168843588,592.9910702084188,1.0099326664532573,596.4410411409915,1.0782156810513905
1002,32,1,0.01,15,7,248.9229956427641,1028.938831731559,621.6111991284989,692.1843646996701,0.9972040339626597,621.6111991284989,1.2856876707347364,621.6111991284989,1.190391184153748,621.6111991284989,1.0134277400994207,622.9838120630112,1.0816947539825943
1002,32,1,0.01,15,8,252.70978506308046,1014.194197098979,625.0514053163454,681.7077427609061,0.9864287981163594,625.0514053163454,1.2282937315333808,624.2697923009862,1.1750798279982444,624.2729244052562,1.0049675592010927,629.5634042003601,1.0629404375755236
1002,32,1,0.01,15,9,223.24537788535508,975.1242191050741,597.5087922569745,660.8190102006362,0.9996995643155433,597.5087922569745,1.2508029035842518,597.5087922569745,1.1952478035838785,597.4728309950259,1.0192783865343928,598.2567175778418,1.2339353612207793
1002,32,1,0.1,15,0,254.01764996929947,1046.8101316271016,609.1726390624864,665.3287893658603,1.1252047512920336,609.1726390624864,1.2003174300292005,611.5842727798204,1.148663436327684,606.3082001249118,0.9754751733080922,621.9623910065604,1.0366482743330359
1002,32,1,0.1,15,1,232.39176356442337,989.8238250865361,616.7659763665979,682.644585664692,1.002660992677796,616.7659763665979,1.2479898589783882,618.8106610974813,1.1997787440436187,612.5359777551539,1.0182737768685781,638.6498478390695,1.0818658127937462
1002,32,1,0.1,15,2,230.38054415326758,974.5400577883094,625.1613717129375,679.9216468110804,1.0959328029294673,625.1613717129375,1.2381175093725127,630.9092537624362,1.1899773319951163,625.1168521115246,1.0105077282654815,645.457501267521,1.0751417986961882
1002,32,1,0.1,15,3,235.08052030925347,1009.6540014777188,611.2898590071517,682.3353956504121,1.004112501406535,611.2898590071517,1.2518697282757598,618.1494141723233,1.258866628994347,608.4304421896544,1.0474767288890174,637.3746285207126,1.0812914418871538
1002,32,1,0.1,15,4,262.07408041196095,1063.8882067220977,673.0437884947584,737.0949232708288,1.0068446146615795,673.0437884947584,1.2532419641387023,677.3904006305902,1.1996631277488086,672.6063779495312,1.0176770574783518,691.0350857083905,1.0834715557706218
1002,32,1,0.1,15,5,240.87083126822273,978.6543044032751,612.9263750982332,686.8239804515362,1.0018926677024085,612.9263750982332,1.2421818001791938,619.8097678335786,1.188641166822994,610.7181710470982,1.0107055572197878,646.3188085205046,1.0758197936730485
1002,32,1,0.1,15,6,229.46043818265673,971.0030298879958,610.5199517769611,665.0978162760443,1.00479973016632,610.5199517769611,1.2593194190538683,612.516257977298,1.1973424402532196,604.4908895728648,1.0160200518026667,626.7466504283705,1.0812850026704484
1002,32,1,0.1,15,7,232.966671503505,976.6543092687583,608.3414006076838,663.6738382490139,1.0184339850138335,608.3414006076838,1.2460037349381587,613.1886606023883,1.196022093576829,601.0988421254054,1.094893372198847,618.818558809861,1.1077735788390068
1002,32,1,0.1,15,8,222.52491541958295,945.2228149831607,591.5172843098037,665.2770858241958,0.9973019485025687,591.5172843098037,1.26179605224346,594.0041120210391,1.2191432260955024,590.3133018412176,1.0091825248510413,613.9486980969793,1.077282839347345
1002,32,1,0.1,15,9,257.39656759459103,1015.3492928729589,610.3906170671835,676.5595669347598,1.0029743044580872,610.3906170671835,1.2504967776693499,614.523511540471,1.2039043930022038,605.9256369254331,1.0173442739158263,635.3288237057022,1.102268765240552
1002,32,1,1.0,15,0,231.71429275053862,986.350611495502,741.3548920557397,770.2202585683827,0.9936922971193655,741.3548920557397,1.2453136250503258,760.2352139601103,1.1944681534044745,736.750441610909,1.0750868338075112,824.1406878183586,1.0770263096079198
1002,32,1,1.0,15,1,243.05833287914643,992.5627224924546,716.6599018689,743.3383095679194,0.992842771094766,716.1358488842344,1.309202903091901,745.0700007996817,1.1908818182262912,746.066371127469,1.0164568109714094,806.405319392929,1.073786591482355
1002,32,1,1.0,15,2,247.18321405066763,1043.6110454187824,773.313227697442,800.1836498662803,0.9287395598995735,775.2647184775581,1.1607350851029405,795.9776207191494,1.1082832213242717,800.5604090641982,1.0203176701701597,840.0890405472007,1.0004969913655142
1002,32,1,1.0,15,3,226.42940916136646,1002.1260794959445,757.7442041196297,786.6290372171194,1.00457516189412,756.8381509034368,1.2985582705606662,765.580709718047,1.2540512927198053,743.4438624540227,1.0214672983700814,825.586035693508,1.081833348224928
1002,32,1,1.0,15,4,218.96362708567932,890.2286471503338,694.2630065519057,714.5125733650156,0.9984229632774844,694.8244732971311,1.244418226663205,711.1167190122701,1.1957383966355961,700.2717527522075,1.017535901077664,754.9367047694487,1.185672109814165
1002,32,1,1.0,15,5,259.32555679534,1011.2471052228734,719.0287756448354,753.0290736805383,1.0028042955958438,720.3384645918833,1.2568806628842988,741.6281049954383,1.1927110793503486,727.382828759759,1.0178399007519974,827.8139901777367,1.076830278197813
1002,32,1,1.0,15,6,226.6427074813981,1015.0984435429249,728.4879450986014,762.160849153943,1.0454704903019276,728.5128093368224,1.297407399402996,735.3909947827254,1.195567172818461,749.2202402837811,1.0119281611601443,810.934551142916,1.076154000303784
1002,32,1,1.0,15,7,234.52760104401275,982.0464120777518,731.2982766141687,760.079428242367,1.002472005487678,732.2078948716098,1.2499406438708085,747.5054856274132,1.198885979203323,748.6792744337998,1.1682789997551375,810.9733855737155,1.1945476651980063
1002,32,1,1.0,15,8,249.562506713986,1034.6229603177817,716.9851144687954,765.3776124680301,0.9976473571821308,717.1560108082724,1.2497683423054027,741.5026589486101,1.198577362254227,727.4129403468256,1.0178067090904184,814.0251211587508,1.0849379946892168
1002,32,1,1.0,15,9,230.57426370382558,943.3656887408084,694.14445814315,723.5998655933915,0.9108721684466021,699.3115639089813,1.1414719254762058,729.2928396232086,1.087657833167962,702.6185866743339,1.044923745472796,779.477050801168,1.0176257578004724
1002,32,1,10.0,15,0,239.02123051683873,1026.664179045007,1075.3478608607586,1064.3614289133873,0.9983049996331708,1075.3478608607586,1.2483902144205914,1025.0186264786626,1.1916324221485082,3860.0701396359823,1.0215320890105797,1230.843065591113,1.0787107305742551
