n,r,s,CCR,DAG,RUN,MLB,MST,HEFT,AUT,AUT PTI
1002,32,1,10,67,1,63.545276161429,1024.50208499945,1428.09978225896,1331.23812759614,18.69205880698
1002,32,1,10,67,2,73.0551690236358,1004.16722891136,1621.81826829087,1559.45662570238,18.0899958911471
1002,32,1,10,67,3,67.9179826980455,1057.23662685483,3007.12900606541,2919.8200681001,34.5044519494818
1002,32,1,10,67,4,76.3652003698445,999.294611077128,1740.786987449,1679.93898607867,19.6300868142712
1002,32,1,10,67,5,74.4245420655672,1040.09000977559,2833.26080233562,2789.66982504763,37.7152241996848
1002,32,1,10,67,6,74.8994308329257,1057.85965809493,1091.73217654192,1040.02667838548,17.7872872956377
1002,32,1,10,67,7,68.5172311318716,991.614011873806,3121.56309292349,3071.43274983074,30.4924729795787
1002,32,1,10,67,8,69.3279577441365,975.394091670387,1275.5549238382,1167.78217109948,17.5984207784791
1002,32,1,10,67,9,67.3561865668647,976.216403960876,963.757220593534,985.66512975607,17.1583413846562
1002,32,4,0.01,67,0,68.6275891591066,1058.80736686957,151.588037456866,150.292352952987,47.9501558929028
1002,32,4,0.01,67,1,62.8305392684124,949.974121884678,147.573118423739,145.802057054385,44.746515985203
1002,32,4,0.01,67,2,63.1960680682888,1034.24188975765,150.52737926273,149.469681390155,51.2963984028582
1002,32,4,0.01,67,3,68.7181102860393,999.420665289634,143.426923995824,142.857319301015,37.7618359683066
1002,32,4,0.01,67,4,63.9974808635133,974.541056963548,141.899688651072,141.046420890558,44.2624259875922
1002,32,4,0.01,67,5,72.3363958747356,1056.5115066271,159.900650845904,158.592732804859,46.4107860873525
1002,32,4,0.01,67,6,60.6594994973549,1020.72325779763,150.470794391256,149.649812609318,47.4960352320623
1002,32,4,0.01,67,7,62.1536387841545,998.305999099311,149.483652764239,147.804583332035,46.0586762164156
1002,32,4,0.01,67,8,67.7848788380076,1004.87262326918,155.49357886409,153.917109420769,45.7184107894019
1002,32,4,0.01,67,9,57.8174421045663,974.4272959355,149.882431181931,149.778375770491,46.0003818042245
1002,32,4,0.1,67,0,64.4056800025783,981.100445246056,143.441469384015,141.674520347914,45.2619709368972
1002,32,4,0.1,67,1,69.8856767457098,1010.63431058199,150.823140811063,147.440590177592,53.7927893136787
1002,32,4,0.1,67,2,62.3688603039599,1028.59864563715,152.687135477223,153.411974242311,41.3691922018932
1002,32,4,0.1,67,3,61.1051342094078,971.770255797658,141.995579303474,141.725050672473,43.9166595361364
1002,32,4,0.1,67,4,62.7402353930103,968.376260422905,145.485626054893,145.810614085466,44.7395660377477
1002,32,4,0.1,67,5,67.2496903493938,1048.92244711636,151.136336973818,150.19119149512,46.0098918428741
1002,32,4,0.1,67,6,59.9199326859758,1006.78997083823,148.940993775144,148.750897322801,45.7687921850697
1002,32,4,0.1,67,7,64.0564833439234,1009.31976917243,149.535499390003,149.957426402734,44.957125167222
1002,32,4,0.1,67,8,61.7604021582592,976.847172122856,140.260396706427,137.340122415513,45.6764706899313
1002,32,4,0.1,67,9,60.5312949524377,985.23072061765,149.961961857761,149.197438923134,46.8441462731466
1002,32,4,1,67,0,66.3959379285709,983.500857553071,198.458061981601,187.925340687684,30.9897627678139
1002,32,4,1,67,1,62.6137450247601,947.427625049044,191.262542265732,190.489949803826,34.4728982250546
1002,32,4,1,67,2,71.7561086540753,995.672775377279,202.317429202641,202.485303830245,34.1452430608976
1002,32,4,1,67,3,67.5696539918342,1070.72733333476,199.596810951637,197.345732204375,36.4731672260937
1002,32,4,1,67,4,67.0647947405799,1043.95483755959,195.454231819018,187.230662510808,36.5263506699779
1002,32,4,1,67,5,66.4839909353491,982.000286970654,200.124858738814,199.023030396967,34.079584173774
1002,32,4,1,67,6,64.1511266935357,1036.5293661389,203.969005983521,209.072830889767,34.7346085461735
1002,32,4,1,67,7,62.3671385930504,948.130540612052,188.369800234108,196.12537285131,35.1300353778126
1002,32,4,1,67,8,62.0399170547798,1023.99026718964,190.897804241894,186.981531545195,36.633823042858
1002,32,4,1,67,9,59.0553408964289,980.108778452003,203.171080009211,203.775071332993,32.4308899778418
1002,32,4,10,67,0,71.6036480892204,1014.433494123,1180.69476095675,1129.03628028611,22.9596024451098
1002,32,4,10,67,1,73.7766192565362,994.061560204463,1190.60806753255,1162.59732471889,25.2316219880648
1002,32,4,10,67,2,70.4791405894669,1015.4813941692,1133.71983872695,1120.01191471758,26.9769189646127
1002,32,4,10,67,3,70.9653063405032,940.745846564677,1238.47031632559,1243.49151568935,23.8066020512497
1002,32,4,10,67,4,70.1058703179218,996.459381658904,1051.29495983118,994.150717794905,19.47224177454
1002,32,4,10,67,5,72.7234556763317,1009.46627273454,1035.22097110948,1039.39368361741,22.8146162337656
1002,32,4,10,67,6,69.8933260233811,985.415825008802,1038.80973206353,902.775999108413,23.3537173365232
1002,32,4,10,67,7,64.8836852658223,1045.16430956974,948.793198151869,980.903710566928,23.6961026788393
1002,32,4,10,67,8,64.8116277106611,994.36199857248,1096.91767279112,1087.77428476354,23.5872702438003
1002,32,4,10,67,9,71.2366153192778,989.156423812939,1123.2309727684,1221.39914100568,23.3955320829003
1002,32,1,0.01,132,0,63.8766895219287,981.593257397573,308.624203309989,311.392702788894,68.2448726210036
1002,32,1,0.01,132,1,75.5623059109758,1051.91418671085,323.87699537082,325.851519252175,70.2134112612945
1002,32,1,0.01,132,2,64.6814183261687,984.040582552014,316.485687977569,317.9254919802,68.5979378222304
1002,32,1,0.01,132,3,64.9251929175012,966.150266831668,313.308954494464,316.72645469774,69.6222131813151
1002,32,1,0.01,132,4,68.1078437399753,955.923150750167,313.509214158673,315.294906192127,67.6693336561783
1002,32,1,0.01,132,5,76.392761006004,1040.81683776645,309.264290252855,310.944441138099,70.640868080049
1002,32,1,0.01,132,6,82.9879590537595,997.248627865727,319.699455299259,322.917301547161,70.715088653438
1002,32,1,0.01,132,7,75.3576948716417,1018.69016242348,316.552378125343,319.038269521924,70.5735682212552
1002,32,1,0.01,132,8,64.5166291601654,991.27988145052,310.122950933111,309.491248412892,67.8859464065542
1002,32,1,0.01,132,9,73.3031687399242,1033.57198040217,328.011705000448,329.868299857361,70.1473167956639
1002,32,1,0.1,132,0,77.3050595077305,1025.63903581525,324.801925755924,326.596728074758,66.102882778849
1002,32,1,0.1,132,1,87.9420529981083,1030.18479873859,340.981737905444,341.175877012071,65.6605843886792
1002,32,1,0.1,132,2,81.2447294538657,1009.21718691899,349.756147917247,351.543396925388,65.8198269566652
1002,32,1,0.1,132,3,86.4864597303512,1086.32083284379,367.515179162771,369.798491745819,67.1823893229485
1002,32,1,0.1,132,4,67.6956289634195,951.050239570924,331.962161925966,332.296241208052,67.9182873227022
1002,32,1,0.1,132,5,66.4679276346563,984.665349944363,354.560923278521,356.518289568433,65.6262054136358
1002,32,1,0.1,132,6,70.8136970413116,977.170168429019,338.258464960428,340.131023159152,64.6717681969987
1002,32,1,0.1,132,7,70.3103842496332,978.635072383354,365.919577918431,367.279299149765,66.8775898195567
1002,32,1,0.1,132,8,73.18519028497,979.148422795248,339.880107031534,340.61272909352,65.0604083890032
1002,32,1,0.1,132,9,69.8346386372004,1024.3743384284,357.724168986872,360.139470332049,66.5698754813418
1002,32,1,1,132,0,90.1975453092648,1020.87247298697,694.968337187352,642.726505277332,49.1988936445214
1002,32,1,1,132,1,78.7451451859805,961.316683461046,593.272557968932,580.870255781397,42.0728887086923
1002,32,1,1,132,2,70.656322277721,1031.137940383,620.619229334457,605.503651798865,42.7536493951368
1002,32,1,1,132,3,78.4216441574164,1010.68274782098,621.338563532122,587.609460362469,52.7585904474624
1002,32,1,1,132,4,72.669415360082,1022.44957686046,583.454948507579,562.96335243702,58.0126631501206
1002,32,1,1,132,5,73.1954380100624,957.912696449907,581.920497680059,562.417055825082,44.9872356540275
1002,32,1,1,132,6,65.4890415593391,1003.34930720072,594.249333240595,582.603854406185,44.8468210237557
1002,32,1,1,132,7,81.0174276230493,983.493616662201,565.661496253892,558.05620537818,45.9004084626208
1002,32,1,1,132,8,72.4355731164321,1019.15566032398,582.68437980169,577.815848438754,45.721317728694
1002,32,1,1,132,9,83.7134876757643,997.13007194524,609.014310305288,592.303699056543,44.9660954248049
1002,32,1,10,132,0,65.3840108261089,1013.44256911495,2871.27138877891,2774.60356616689,22.8214019312782
