n,r,s,CCR,DAG,RUN,MLB,MST,HEFT,AUT,AUT PTI
1002,32,4,0.1,5,8,177.894611663294,992.303791741063,220.161862175242,207.415435573434,32.2298499633941
1002,32,4,0.1,5,9,172.737567641803,1017.8188407888,224.7942546534,210.649649655559,40.9888022574733
1002,32,4,1,5,0,189.775680660429,1014.742928177,251.637574899174,237.343739456184,31.6616362705997
1002,32,4,1,5,1,193.265542496317,1069.15692726103,258.522241709347,241.283374356472,28.7937882760364
1002,32,4,1,5,2,192.72590919706,1011.85621043167,247.514777773218,234.471812000525,30.8310537110027
1002,32,4,1,5,3,187.190212501015,1028.36002847241,247.742580673239,239.28717812282,31.8279059337468
1002,32,4,1,5,4,185.259092787444,1034.02050291926,257.676687443759,238.182553736514,27.3879601470366
1002,32,4,1,5,5,196.117477578018,1031.84604212886,264.779535632473,249.807661426063,37.1896293906396
1002,32,4,1,5,6,184.479943257038,1042.87127351785,258.205090083402,246.041991886815,33.7644177155543
1002,32,4,1,5,7,177.48772794152,986.870687954157,248.589382732113,235.518299411896,29.6145475642894
1002,32,4,1,5,8,196.79654095992,1019.42899863763,267.418335966495,247.224871341876,28.974827411159
1002,32,4,1,5,9,173.133047673042,998.436265430865,238.418457710668,229.876762039702,30.6739551297033
1002,32,4,10,5,0,179.688640469739,992.441990919638,711.408448685052,687.346432453561,25.7925473695955
1002,32,4,10,5,1,177.390749200586,1035.83530441907,722.569444732381,720.897765428947,23.9591915316937
1002,32,4,10,5,2,192.48319627083,1014.51243537172,796.795945583938,814.326919691764,24.7408806673096
1002,32,4,10,5,3,177.785843395785,958.817077139519,699.604397384496,709.369668338322,26.1684500491916
1002,32,4,10,5,4,181.602316309135,994.400908474552,736.281699679254,690.08295642399,23.1566490725925
1002,32,4,10,5,5,172.14682476715,946.629527100744,760.26947041044,722.853598024122,24.434615668875
1002,32,4,10,5,6,218.660135792781,1079.72686247958,728.164169548833,753.32436930843,25.2320001664337
1002,32,4,10,5,7,175.245100356196,988.677509668645,707.431164787605,718.944241197216,25.0146590783391
1002,32,4,10,5,8,190.672958106837,1006.56262462774,715.526602784515,694.775561020979,25.2111095268594
1002,32,4,10,5,9,164.020072290435,978.940554863109,700.273320590305,674.916294386181,25.9619375887499
1002,32,1,0.01,113,0,154.702173746588,1011.30748316777,549.734108609564,551.748612888744,48.1448941495834
1002,32,1,0.01,113,1,137.994399784841,946.858774851563,506.486597181005,509.598113415047,61.4981348502801
1002,32,1,0.01,113,2,142.823735898986,986.167130581548,550.059437156204,555.949613884734,47.9211877356873
1002,32,1,0.01,113,3,152.616045501539,989.403815010029,522.179122064157,521.957511055782,52.039086101127
1002,32,1,0.01,113,4,153.73857085865,981.787560771114,520.390749016459,523.729343120896,49.4614436170492
1002,32,1,0.01,113,5,146.34991276857,988.485565179159,519.590237274792,524.395887488957,51.912628069735
1002,32,1,0.01,113,6,160.286131228043,1004.99503927864,521.285051029145,524.607952951834,50.9579175597423
1002,32,1,0.01,113,7,154.095549101444,983.217767246923,526.835970121804,528.404044834515,52.7821576706368
1002,32,1,0.01,113,8,163.656893380411,1060.45081374969,553.391596849607,556.442860007791,50.7547497403934
1002,32,1,0.01,113,9,146.27247943152,988.505500164395,518.632421282793,521.726410983107,51.5467952008869
1002,32,1,0.1,113,0,155.200393110902,997.790456840304,544.661164046331,542.657451981566,45.2706506470442
1002,32,1,0.1,113,1,136.556794545067,957.824909651143,492.943305163745,493.810856723004,51.3720518485251
1002,32,1,0.1,113,2,152.49838275013,966.286897953723,496.234568632297,500.22245712785,55.2841640052939
1002,32,1,0.1,113,3,151.173581813983,1023.65345108733,517.123024370152,522.138833375961,52.1007652576658
1002,32,1,0.1,113,4,145.928924536385,1018.69673965048,510.508838471774,513.388782478976,53.1831400473233
1002,32,1,0.1,113,5,145.196105633555,988.985310056511,554.605044176464,559.977475280416,49.2710455604379
1002,32,1,0.1,113,6,144.174033799666,986.464042440212,526.197830346401,529.115234649582,51.7590093233202
1002,32,1,0.1,113,7,152.463400126557,1012.29558332921,534.745001863066,540.506609206186,68.133229186866
1002,32,1,0.1,113,8,153.353759615875,976.03478148536,519.03704126106,524.014316533815,48.9405424539641
1002,32,1,0.1,113,9,154.434436955967,1015.2481552204,519.20363420293,523.21915553109,61.5684922097165
1002,32,1,1,113,0,173.915730549637,1068.0238480882,667.698925433367,664.953704404313,45.6511724546316
1002,32,1,1,113,1,147.181056247386,979.53556201502,644.032931601948,642.859469169156,42.2494920962148
1002,32,1,1,113,2,145.469586402572,1011.58245933039,606.126051033092,609.389961036676,41.0637172559136
1002,32,1,1,113,3,163.441365592338,1018.51838573083,644.228715774905,642.569332254368,43.2732087766321
1002,32,1,1,113,4,150.754417537091,1000.34940371713,608.423106353797,608.189483407507,42.8097074522251
1002,32,1,1,113,5,152.278922040563,1032.36394522468,671.343791384386,676.247910361917,38.9625601996568
1002,32,1,1,113,6,162.225358567273,1061.68161809883,674.910803310615,677.223898404751,43.604936536832
1002,32,1,1,113,7,148.640014058137,976.262792146017,628.609146022946,635.899219741826,38.7104570201865
1002,32,1,1,113,8,168.006407410534,1039.10592881956,679.197592220329,675.073694547692,35.9506245986947
1002,32,1,1,113,9,158.524621527385,1015.28927372808,646.267276244636,647.313138865264,42.1914748314609
1002,32,1,10,113,0,153.96663299695,979.092767516272,1034.81187248299,1020.68310093637,16.2892852586755
1002,32,1,10,113,1,150.348111169676,969.952726894894,986.316594044624,966.306035030729,16.3127996830418
1002,32,1,10,113,2,168.682408557761,1049.22665850919,1060.7711133312,1047.58414082906,20.9115747063711
1002,32,1,10,113,3,142.265818665682,963.501968403723,1207.80352547416,1207.46976138546,13.1390627717344
1002,32,1,10,113,4,160.097012909536,971.669433855493,1053.51747596872,1032.76244534333,16.736775738669
1002,32,1,10,113,5,170.825828148679,1050.5053285379,1117.47624961044,1114.84516850794,17.0125200538658
1002,32,1,10,113,6,156.796088726276,1014.6986336705,1035.97307991247,1009.94026900594,15.9468682981442
1002,32,1,10,113,7,162.072269487772,1029.52747194027,1080.3684157004,1097.86280969653,15.636014865039
1002,32,1,10,113,8,148.313540787671,976.65625134055,974.286374490369,970.585129043067,15.5382031238133
1002,32,1,10,113,9,158.414716999006,1021.50665487057,1038.2292735395,1024.9802823146,16.3624942130361
1002,32,4,0.01,113,0,142.250625706469,938.045171542807,202.412405159566,194.298401091656,37.5858407867814
1002,32,4,0.01,113,1,150.691703292538,995.874308279268,200.94139949562,194.709138149076,30.6944669414093
1002,32,4,0.01,113,2,147.70895518656,979.667804030729,199.658075384047,189.484066677791,32.4641423940154
1002,32,4,0.01,113,3,150.602936864525,1037.5318801587,207.792283032617,202.298799786777,42.0362242465911
1002,32,4,0.01,113,4,150.653097910716,1017.73913569953,214.406798056838,204.44451481075,34.5049893339488
1002,32,4,0.01,113,5,147.477078305575,941.456774460567,199.536134192709,188.746889097787,34.101071894229
1002,32,4,0.01,113,6,153.963251767456,1043.26710901681,212.742905222172,203.677765718281,35.2067890936523
1002,32,4,0.01,113,7,161.204568786509,1105.85022020735,213.69214816064,205.873105203062,30.2426480631459
1002,32,4,0.01,113,8,150.219010283835,1041.03506290501,215.086684819741,207.100649828905,33.7225095929968
1002,32,4,0.01,113,9,149.170081628739,964.409745910493,198.465897799161,190.516879300505,32.6250849944414
1002,32,4,0.1,113,0,139.145531043521,1010.6316317841,199.281315775242,193.360256580565,32.1624185947793
1002,32,4,0.1,113,1,144.830652267686,996.34828569264,208.363312446081,201.946295916554,26.4141495185007
1002,32,4,0.1,113,2,150.270200307516,957.114322035152,205.397658325666,195.7877193854,32.169201892232
1002,32,4,0.1,113,3,166.238657490945,1045.81955394957,218.493298840419,209.309416641138,32.6058919384851
1002,32,4,0.1,113,4,148.244722083281,966.479082707936,203.038409556805,197.462880714987,32.0881927595628
1002,32,4,0.1,113,5,140.308103423259,961.849964674849,198.103465471658,192.523272553977,32.551447617259
1002,32,4,0.1,113,6,146.855172622901,1008.80715060679,206.334436027922,198.791570189684,37.1422394723441
1002,32,4,0.1,113,7,141.191895177105,976.421630688523,206.91236133737,200.99134643625,32.9774899098823
1002,32,4,0.1,113,8,140.333507379596,971.982539536682,192.889435286466,188.327546482064,30.8505050371563
1002,32,4,0.1,113,9,152.65322106469,1061.03501352291,208.86866672823,201.42584820773,32.1901308509141
1002,32,4,1,113,0,171.885979645816,1031.59955870142,243.446616788772,236.976356701325,28.8095416745273
1002,32,4,1,113,1,143.659094363037,1006.24741107119,227.276747356741,221.447548974831,30.6241550723511
1002,32,4,1,113,2,166.158311605333,1037.50187483631,257.402928140511,244.879344276096,24.1417342736285
1002,32,4,1,113,3,151.825213768089,993.599899082832,232.974880317516,222.997861359918,27.476053848689
1002,32,4,1,113,4,154.790897407999,976.526104945037,235.758388497017,232.728334865201,31.5053271828555
1002,32,4,1,113,5,165.882435591018,980.697366648414,234.637033394131,226.394959399251,26.9776121840494
1002,32,4,1,113,6,166.038146347026,1018.4249615272,239.060215268908,232.555065787072,30.209608630255
1002,32,4,1,113,7,149.627743941392,968.251101748126,238.482513403928,222.358417773691,30.5855474589104
1002,32,4,1,113,8,142.40441256659,957.22191298645,218.123536119318,210.885899216316,27.9865988520353
1002,32,4,1,113,9,158.888264925361,1020.18096100181,239.26838045237,234.265467976969,28.5815108779328
1002,32,4,10,113,0,157.496019293481,987.725859582601,798.29709415288,784.885102379253,22.6215854157283
1002,32,4,10,113,1,146.370298561624,985.232064747533,801.14994328498,823.279284657386,22.8545825414237
1002,32,4,10,113,2,167.451715921069,993.376277556527,805.147771694627,822.094896067664,23.2964595646583
1002,32,4,10,113,3,147.505146137904,948.65848893338,786.991269140667,786.345867068886,22.535630913042
1002,32,4,10,113,4,162.000936295144,988.705007865297,817.489840834097,757.105182757115,22.1864316339402
1002,32,4,10,113,5,154.977820748167,1023.52189667733,793.843588203962,785.857846713132,22.5754533647696
1002,32,4,10,113,6,156.718883569147,975.212373561816,824.4128790778,831.937691441642,22.1055265969686
1002,32,4,10,113,7,155.185616773764,1029.89132749144,751.512345090254,751.097184939135,23.1610718427457
1002,32,4,10,113,8,158.088355864392,965.353366663619,890.094742824459,797.323838822965,29.08151082255
1002,32,4,10,113,9,177.626783491374,1023.21751677044,765.415132001834,764.968998254279,23.230698013383
1002,32,1,0.01,25,0,26.8657635582325,943.768197871233,209.337842763082,218.806911640586,72.8268395573439
1002,32,1,0.01,25,1,28.0361343708515,987.000454662168,211.699014663743,223.230637424542,71.9399456485845
1002,32,1,0.01,25,2,30.4073127887679,1046.44099748006,222.484377243877,234.616452225464,90.0556316721926
1002,32,1,0.01,25,3,29.5618695374894,1042.43525833497,218.243888507961,230.878683079617,74.2320569251188
1002,32,1,0.01,25,4,27.6154578858469,966.65455913009,214.740694634988,227.422221164819,70.2810474691275
1002,32,1,0.01,25,5,29.1739894606076,1039.86520423913,212.589211343316,215.562579191041,79.6642669876046
1002,32,1,0.01,25,6,27.989123994438,978.749543651859,209.918619168149,220.178874873521,55.6168050888145
1002,32,1,0.01,25,7,28.0333786895136,988.530763750441,222.48264804787,227.877000061066,89.2709880133161
1002,32,1,0.01,25,8,29.1711470439354,990.565841466125,204.863148863665,211.471552057655,71.4427291553339
1002,32,1,0.01,25,9,27.7455411936851,973.69539498517,204.378321268055,209.995188764729,73.1023373627667
1002,32,1,0.1,25,0,29.448517893851,1030.04400235927,248.951590472582,261.513418788544,71.6347814978356
1002,32,1,0.1,25,1,28.440471461977,994.101044479339,226.762177667639,238.286740302626,71.5223395453834
1002,32,1,0.1,25,2,29.2945163058735,1076.74892594264,246.724279887787,250.639619755991,71.8212770224895
1002,32,1,0.1,25,3,29.6698157288866,1041.02434844091,236.006450602767,258.262112275435,77.6482092549945
1002,32,1,0.1,25,4,29.3351022248456,1027.75814700499,246.130176008156,254.898791462259,57.2224314059061
1002,32,1,0.1,25,5,29.4904698057957,1034.21502629689,236.074637438583,239.680493214101,73.8823245744793
1002,32,1,0.1,25,6,28.5676357701003,1014.78146192449,229.595614444149,254.333180028821,71.9693295042709
1002,32,1,0.1,25,7,28.4182889799011,991.625587929858,245.282878617565,251.803724848352,71.4945587042776
1002,32,1,0.1,25,8,27.9638896400613,985.393363384241,229.378383172905,238.337070166559,83.6392529729779
1002,32,1,0.1,25,9,29.155173458962,1022.98939127689,234.859340541056,234.883409831649,67.4559994231116
1002,32,1,1,25,0,26.9305106611763,958.068698935198,704.320458065683,657.602806118234,54.8413040598184
1002,32,1,1,25,1,30.2421033060847,1053.23010361655,1263.67176202103,1216.91667372965,70.8025623260931
1002,32,1,1,25,2,28.2894384415262,1004.01049894777,675.188882537747,646.120821459734,52.6003126317609
1002,32,1,1,25,3,28.0042086223819,970.486870938232,838.164506435911,798.319108162966,60.8633125719478
1002,32,1,1,25,4,30.2894984730382,998.67428550198,1061.50013310771,994.852969568604,63.2621045941343
1002,32,1,1,25,5,29.7572133537858,1035.92179738768,981.082604140192,965.587077816064,63.3824483172781
1002,32,1,1,25,6,29.0865097228188,1029.50908842252,717.699447363884,686.971256164884,58.6967729481088
1002,32,1,1,25,7,27.0985845188236,948.795853590081,1043.96641580712,1004.83434263657,53.5520787642884
1002,32,1,1,25,8,27.2064798671824,992.622086357934,764.745508619341,747.116926232445,59.5772896618943
1002,32,1,1,25,9,29.2860054088363,1016.88133303364,994.666423177983,956.979105098937,59.3201428065843
1002,32,1,10,25,0,29.3828585173641,1007.68126643327,5806.94972640135,5515.03206110347,43.3669081887455
1002,32,1,10,25,1,28.2959356321509,1004.40807171224,4791.1919531159,4492.64528039878,44.0277204068331
1002,32,1,10,25,2,28.2365670554834,983.586327010652,7711.41243088563,7664.55592390334,53.3623312117875
1002,32,1,10,25,3,30.0889760396599,1055.12405192642,5362.12107117535,5335.37204022773,47.8102386595001
1002,32,1,10,25,4,27.9820841166261,1000.55362696335,4216.5540176006,4075.29829091778,42.9852774602953
1002,32,1,10,25,5,28.6073144075433,1013.40273360095,5427.96376155415,5404.45581902801,84.4809719507615
1002,32,1,10,25,6,28.6687462008519,1001.23318186464,4427.66772847376,3990.96581564259,43.6773692261655
1002,32,1,10,25,7,29.4615753067984,1020.54246949088,7467.01191661886,7223.2994761983,38.1574652848702
1002,32,1,10,25,8,27.8672721008879,1000.21389844576,6370.83876956966,6235.60948194748,43.2437424234991
1002,32,1,10,25,9,27.6768317677999,968.07445626027,4125.17251385822,4030.56219006024,44.8104283755191
1002,32,4,0.01,25,0,26.0231636380778,985.984640329225,100.46786006856,101.76748172985,56.3597045920213
1002,32,4,0.01,25,1,26.5081175907046,1013.30308904888,106.108244052519,107.57379353654,58.0378361333271
1002,32,4,0.01,25,2,25.9333624276533,1000.79478651557,106.094221770739,106.960510024852,58.2998289637335
1002,32,4,0.01,25,3,27.0095661879982,1018.08425976495,108.500087177669,111.114059607697,55.8987506725316
1002,32,4,0.01,25,4,26.4304546424008,1011.11055951756,105.65781997736,106.57496564206,60.3535746038062
1002,32,4,0.01,25,5,25.1966274557274,973.460978344939,102.196158237283,105.207356721564,56.614167614243
1002,32,4,0.01,25,6,26.7717322907699,1025.67833708973,105.473105968647,106.845712851407,58.1557601583335
1002,32,4,0.01,25,7,27.3155289104991,1035.59650515665,107.428072255351,110.079696918904,57.4514057049826
1002,32,4,0.01,25,8,25.8164576368898,1010.59479756344,98.7643432991644,100.501302147678,56.3727555611965
1002,32,4,0.01,25,9,27.2548490489915,1037.88245452002,110.955750274715,112.107117831513,58.7693473351282
1002,32,4,0.1,25,0,26.4785828251606,1022.83195465197,103.975734465104,105.373356798955,57.7424567644711
1002,32,4,0.1,25,1,25.2355244919999,970.18176674363,114.226592241037,114.774760436628,57.5871803765068
1002,32,4,0.1,25,2,26.1461022006403,1008.78362102556,109.0502102648,109.568425473095,53.3933872228369
1002,32,4,0.1,25,3,25.6417131174334,978.777240102751,106.808253623889,107.457630534739,66.4141603517419
1002,32,4,0.1,25,4,25.5570189924226,992.309354241118,112.192315246468,113.028786427652,45.4658129061355
1002,32,4,0.1,25,5,24.2892136129286,947.889630276707,98.9675707600618,99.110929213109,56.1728028212069
1002,32,4,0.1,25,6,26.5761298723381,1007.60907670785,108.61268458091,109.922348035248,57.9007567967933
1002,32,4,0.1,25,7,24.802277228674,955.753039080726,110.101256515124,111.185465966509,56.2008954506263
1002,32,4,0.1,25,8,24.8046187022919,958.24861342514,104.647660774239,106.319102801417,56.002686971427
1002,32,4,0.1,25,9,25.5348625629814,972.276441315553,105.666502067427,107.426091909108,55.4003682002592
1002,32,4,1,25,0,24.8252529036357,944.211911114521,303.609857993425,315.182331962806,45.5620955731953
1002,32,4,1,25,1,27.3706365983271,1043.78020581719,235.072257419169,241.402137096759,48.6621499719811
1002,32,4,1,25,2,26.2449265099668,1026.5730802568,265.411984677482,289.252734465177,48.2824168449552
1002,32,4,1,25,3,25.6679276818079,988.025636879015,265.412912336817,256.174424859816,51.6071341372646
1002,32,4,1,25,4,26.5372968784187,1030.95074070465,299.112237107419,287.585773779727,48.0288223921107
1002,32,4,1,25,5,26.584101954963,1014.47334363521,335.631637464398,350.293925999035,48.2353327769139
1002,32,4,1,25,6,25.5896496663752,976.197709425253,235.862788550245,233.620150765214,49.2103110286656
1002,32,4,1,25,7,26.5577041470169,1015.39219156831,308.435329115209,308.435329115209,49.7029175168069
1002,32,4,1,25,8,25.5492164904425,983.150188848217,248.880869844456,254.731286314984,49.8984095243937
1002,32,4,1,25,9,25.7600503596633,977.668423611222,248.40985619136,238.260940849663,49.485112515749
1002,32,4,10,25,0,26.2028260175474,986.007079972665,2065.87195501861,2065.87195501861,42.0396495515247
1002,32,4,10,25,1,25.1570821499719,973.91457640664,1368.56255361618,1441.33093529502,42.4272565645885
1002,32,4,10,25,2,27.3327953050497,1044.34374126482,2921.94847919722,2923.30592163561,44.9246639152171
1002,32,4,10,25,3,25.7098784627352,994.887951028461,1443.61954885529,1453.14992267976,47.6809629142742
1002,32,4,10,25,4,25.7739395597881,987.934665586919,2035.57639259226,1231.46973752224,46.1563893919107
1002,32,4,10,25,5,24.8629552904104,945.17963735384,1386.53367917438,1526.3907265408,43.9994283086136
1002,32,4,10,25,6,25.9766470730994,1001.84951264849,2789.05935833045,2787.11494487327,45.9493303866572
1002,32,4,10,25,7,27.1051333630512,1021.56869125243,1906.40698778209,2018.97109939259,44.5692063802324
1002,32,4,10,25,8,26.5163540449439,1035.62403298156,1774.56107093959,1789.49402217571,44.4675571931242
1002,32,4,10,25,9,25.6556123525906,962.08812958223,2029.48009029637,1940.33308433266,43.9585128887479
1002,32,1,0.01,74,0,175.607801585805,1042.89401545706,551.244279125571,553.893664120442,59.4295270760246
1002,32,1,0.01,74,1,163.650480301763,999.489862407337,539.090877254895,539.539663787087,50.8822566893729
1002,32,1,0.01,74,2,160.266427207289,928.58493831795,545.410561729897,546.919284897838,49.1797851612882
1002,32,1,0.01,74,3,167.856843422362,1024.54755146366,533.655073030685,535.288793157766,49.4652801617271
1002,32,1,0.01,74,4,180.555819233542,1050.26399832679,561.865587559251,566.500167965638,49.2944331697113
1002,32,1,0.01,74,5,160.561489284485,993.859687849635,497.072179801093,500.177106230019,51.5993600036832
1002,32,1,0.01,74,6,175.724329303247,964.209825269666,534.954642974109,539.147065681529,51.7588484811228
1002,32,1,0.01,74,7,162.861068488593,1030.81222646647,529.702904267958,529.418042715009,43.4169318439607
1002,32,1,0.01,74,8,162.970982969861,980.203028366917,540.503296321251,543.972372084887,53.9955183916551
1002,32,1,0.01,74,9,160.765547205307,1004.53190424021,516.365428218159,519.351854934682,46.7913614767204
1002,32,1,0.1,74,0,180.493807822663,995.207264230425,543.943058057896,547.741758392492,47.1062711182862
1002,32,1,0.1,74,1,171.211567721318,1019.86771989006,551.625626070602,554.348246253171,49.8529990210376
1002,32,1,0.1,74,2,165.392679713499,922.998458586379,505.95389840467,512.748632611909,45.6931778323371
1002,32,1,0.1,74,3,174.499450421215,1013.13803154568,543.209892176553,547.051095990589,46.0260373190653
1002,32,1,0.1,74,4,178.794833429533,1012.3373963046,546.297504659541,547.171368729785,48.8479562560269
1002,32,1,0.1,74,5,162.43668013999,1025.8170286863,556.744977832207,559.930038816612,48.9701918787518
1002,32,1,0.1,74,6,185.723799437187,970.492548348213,540.577092349895,542.027943885635,50.9744692529151
1002,32,1,0.1,74,7,178.648668009854,1026.155618703,542.707716371061,550.776304370687,58.4447710009025
1002,32,1,0.1,74,8,169.576606188851,943.384005664887,533.077350061817,536.40974877348,47.4996646675541
1002,32,1,0.1,74,9,177.01407801824,991.886127006936,560.786946584536,564.418798899205,50.2848017383028
1002,32,1,1,74,0,179.291433127664,1022.12113103838,698.235418325546,702.634398259146,37.7075682933213
1002,32,1,1,74,1,178.148931461584,1027.34003531955,707.839775576386,704.445301840689,38.4714906163608
1002,32,1,1,74,2,180.435348487816,993.052088290587,674.649260016164,677.579565666714,41.8575214197314
1002,32,1,1,74,3,182.953905064443,1019.14269047423,716.996536248924,716.713552556926,34.6687210629559
1002,32,1,1,74,4,191.123072512944,1026.96720065476,718.666959879974,723.776117331463,37.1560536828643
1002,32,1,1,74,5,163.312639430413,978.129422046372,665.571291047435,660.576950377324,37.5625577161799
1002,32,1,1,74,6,189.760113093323,1004.67518895563,699.193542283644,694.212328161052,36.9544518816696
1002,32,1,1,74,7,186.45499087082,1032.54692100586,723.850945193146,724.064915267409,38.3352651757662
1002,32,1,1,74,8,178.289907988503,1012.08823963496,707.658224133878,709.514843589769,35.1023042813374
1002,32,1,1,74,9,184.098690240256,1026.19303768424,698.547852680815,703.201611570905,35.7042302752662
1002,32,1,10,74,0,193.747412105306,1027.81053129682,1139.759468253,1129.18097316395,14.8780553136021
1002,32,1,10,74,1,180.031815000808,1008.05045412027,1058.54047018867,1051.13901680671,15.462308962646
1002,32,1,10,74,2,183.736210922808,1021.52560994552,1058.02953390221,1054.35916988545,14.695692312027
1002,32,1,10,74,3,194.204590712677,1009.25309394016,1134.07548305636,1055.97597438402,15.2683300364709
1002,32,1,10,74,4,197.172214507479,1040.10750474158,1108.34468130848,1055.19806777084,15.4613712086733
1002,32,1,10,74,5,183.811125428844,974.740747086427,1011.4330380565,973.43757574562,12.2479886549622
1002,32,1,10,74,6,179.47599470739,1029.06071145345,1020.60976742983,1017.6998281131,14.8345185286862
1002,32,1,10,74,7,193.509000200731,1043.18106850892,1060.49670484744,1042.99058791142,15.2811359552377
1002,32,1,10,74,8,177.573476449129,959.620009894158,954.922756886478,957.258187568276,15.3099197808319
1002,32,1,10,74,9,184.942348647101,988.083042794753,1116.16266809745,1089.07781631433,14.7191238528486
1002,32,4,0.01,74,0,162.750297630146,1010.82447437132,203.025835203645,195.424575745559,31.2760901532927
1002,32,4,0.01,74,1,182.823157508635,999.260190498445,213.209258320385,202.832707286156,29.1494992711385
1002,32,4,0.01,74,2,163.204969265477,986.408922160672,196.925082926293,190.570708680205,32.1447304963298
1002,32,4,0.01,74,3,176.064690182017,1005.68055275819,211.508675011251,206.913994523028,31.9605031291789
1002,32,4,0.01,74,4,166.721596052526,1023.73677566118,208.970908357681,204.704750705649,31.4881068646528
1002,32,4,0.01,74,5,176.708163575892,1036.49553852833,210.922607347008,204.078808259874,30.8591883444454
1002,32,4,0.01,74,6,173.912399339356,1002.53405581622,211.886008274585,204.872226985929,33.6564384187342
1002,32,4,0.01,74,7,168.197141148527,1015.38647466783,216.288679433877,202.043517805784,33.6132389536573
1002,32,4,0.01,74,8,188.505588935551,1004.07500535909,214.607513532489,207.64324688328,32.3171690428174
1002,32,4,0.01,74,9,154.043912411656,967.173483028753,197.677896776932,193.121929134572,29.7044762481421
1002,32,4,0.1,74,0,170.462744547498,1002.88719008188,209.950048342118,202.160275530754,30.3419876990542
1002,32,4,0.1,74,1,166.97326065797,988.653891647753,202.744357679436,198.183701492073,32.7163844699035
1002,32,4,0.1,74,2,180.577345354352,1042.45486720912,225.919406757584,217.811439769885,31.0102375384208
1002,32,4,0.1,74,3,179.136965735444,1002.12978327719,220.369358842486,211.131191235549,30.6793202474251
1002,32,4,0.1,74,4,159.377585936578,969.961949189714,214.885843306804,205.923122011108,27.4772661131653
1002,32,4,0.1,74,5,170.839579776817,985.742605529995,212.38583556186,204.066471068952,31.1321345937306
1002,32,4,0.1,74,6,173.459173547078,1004.01856766315,207.304865796826,203.456441657226,31.1375863572838
1002,32,4,0.1,74,7,171.319341790109,985.412662432398,217.730301666241,210.876847483511,30.2130916216264
1002,32,4,0.1,74,8,164.188850772871,986.639187541395,208.614271148766,201.926845659181,33.6516382698043
1002,32,4,0.1,74,9,184.808921224007,1011.19848097603,223.658661547782,214.477048513061,25.127171551019
1002,32,4,1,74,0,193.283434875488,998.705064881825,280.87465551518,287.982379338599,26.3665600709975
1002,32,4,1,74,1,171.633572499917,1028.70754081622,270.555152411693,262.518140729236,26.0672009970879
1002,32,4,1,74,2,170.599037810867,982.503949076742,263.655428104339,258.426792329748,27.0115366754724
1002,32,4,1,74,3,185.119166971278,989.904129788082,267.777740613476,263.81391375096,27.3996567875883
1002,32,4,1,74,4,175.525277855127,1028.87865457239,257.037878640637,253.050986511881,30.2835155421496
1002,32,4,1,74,5,175.148104733224,1003.96327664121,272.513314700833,267.195550633911,27.563264985399
1002,32,4,1,74,6,174.717202761896,963.292496571978,261.944648331288,252.360434735487,26.1174909775921
1002,32,4,1,74,7,182.598723689298,1027.17242936735,279.924615946494,268.343789325397,27.2387624877576
1002,32,4,1,74,8,182.910838990317,993.577042133884,263.15966454517,263.869465186486,26.1715962581753
1002,32,4,1,74,9,169.900908993569,1018.59585105358,269.0539987003,267.277256199577,25.8124816740636
1002,32,4,10,74,0,189.493481549545,992.30812797565,1109.85533448205,1072.09185324974,22.1363249704916
1002,32,4,10,74,1,184.52830916642,984.761634962327,1003.62396044608,970.15589701807,27.318587544782
1002,32,4,10,74,2,179.317028333431,1006.36450333301,1061.03286159671,1015.76406897943,21.7677043622842
1002,32,4,10,74,3,179.636647949982,1009.52847050508,1121.20385310942,1118.83331824593,21.7319867157542
1002,32,4,10,74,4,175.30648876516,986.464818552177,963.590548430349,1064.08838684439,21.4502297865105
1002,32,4,10,74,5,186.485731423012,972.420716655098,945.9456521451,948.279435202485,21.7649510755137
1002,32,4,10,74,6,175.581564718095,958.219307005281,1002.32681562307,1105.78337112453,26.9311710774098
1002,32,4,10,74,7,195.94552437365,1020.92372083661,1093.40264979665,1029.79875345661,18.5931633885719
1002,32,4,10,74,8,186.762059591883,1023.31296946797,997.568654013842,1061.72833869739,22.2619984060669
1002,32,4,10,74,9,176.521235434,985.662240462026,1070.14129920796,1090.69525375518,22.3776935917923
1002,32,1,0.01,121,0,68.0619704188846,1020.81582576251,347.148284027858,349.762525460007,68.5765115497551
1002,32,1,0.01,121,1,66.3980326550395,1015.66772555004,341.791494054701,342.520431280779,65.902580059411
1002,32,1,0.01,121,2,68.0025385370818,995.824475712595,352.265577979931,355.207924308865,85.2352345109705
1002,32,1,0.01,121,3,65.455157216524,985.56490166263,329.777106302362,333.494044777168,66.6769837165217
1002,32,1,0.01,121,4,63.0516678065814,1007.60106916076,337.937888096413,340.853389279972,70.8219556591246
1002,32,1,0.01,121,5,63.3640712734645,1033.29460290365,345.838734788079,347.456735065574,67.68798771707
1002,32,1,0.01,121,6,67.6256265472786,1023.37738266566,331.454055282743,333.304758794006,68.7888390950559
1002,32,1,0.01,121,7,77.294771631074,1002.26008163027,331.455444221582,332.864059764142,66.9928937864756
1002,32,1,0.01,121,8,69.8058361968449,999.162223411303,322.416130268972,323.544589929485,70.279371426788
1002,32,1,0.01,121,9,62.8091352255605,942.925136803069,333.430528754879,335.820919549139,67.0781873115018
1002,32,1,0.1,121,0,65.8485834817796,979.981441357749,344.37381040627,346.491385165699,66.0816338039833
